school_code,propensity_score,in_treatment,in_control
01650057,0.15770530700683594,0,0
01670035,0.6280900239944458,0,0
01680016,0.22683021426200867,0,0
01680300,0.8762394189834595,0,1
01690005,0.065310537815094,0,0
01700045,0.6109309792518616,0,0
01710310,0.6158713102340698,0,0
01720020,0.4170547127723694,0,0
01720035,0.26669996976852417,0,0
01730010,0.07381156086921692,0,0
01740305,0.49732503294944763,0,0
01760315,0.6971718072891235,0,1
01760320,0.7160273790359497,0,0
01770305,0.8343048691749573,1,0
01780305,0.6182313561439514,0,0
01810030,0.6773481369018555,0,1
01810050,0.5825408101081848,0,0
01810060,0.49723565578460693,0,0
01820305,0.6991356611251831,0,0
01850310,0.7774492502212524,1,0
01870020,0.6805679798126221,1,0
01890410,0.6997110247612,0,0
01960010,0.066367506980896,0,0
01970010,0.3341069221496582,0,0
01980305,0.675525426864624,1,0
01980310,0.8312727212905884,1,0
01990410,0.29895222187042236,0,0
02010405,0.4601747989654541,0,0
02010410,0.5095201730728149,0,1
02010415,0.4265914857387543,1,0
02070310,0.6855353116989136,0,1
02090008,0.05622813105583191,0,0
02090015,0.08103138208389282,0,0
02090035,0.0728045105934143,0,0
02090505,0.14157399535179138,0,0
02100410,0.7347204685211182,0,0
02110305,0.6433054208755493,0,0
02120305,0.6784067749977112,0,1
02130305,0.7941644191741943,0,0
02150015,0.07604268193244934,0,0
02150505,0.24462777376174927,0,1
02180305,0.7733874320983887,0,0
02190405,0.7346974611282349,0,0
02200305,0.7445530891418457,0,1
02210005,0.17609000205993652,0,0
02270305,0.4203944802284241,0,0
02270505,0.4051014184951782,0,0
02290305,0.6009014844894409,0,1
02300005,0.038690418004989624,0,0
02310003,0.10202330350875854,0,0
02310010,0.05508795380592346,0,0
02310015,0.06619569659233093,0,0
02310305,0.8153601884841919,0,0
02340005,0.047975361347198486,0,0
02360305,0.6124653816223145,0,0
02360310,0.7468942999839783,0,0
02390305,0.7865570783615112,0,1
02390405,0.6566320061683655,0,1
02400010,0.06711012125015259,0,0
02430305,0.4928968548774719,0,0
02430310,0.4507978856563568,0,0
02430315,0.7393483519554138,0,0
02430320,0.1850372850894928,0,0
02430325,0.32987332344055176,0,1
02440410,0.554071843624115,0,0
02460305,0.7000613212585449,0,0
02460310,0.7920421361923218,0,0
02480014,0.6839549541473389,0,0
02480057,0.5842918753623962,0,0
02480305,0.6321865320205688,0,0
02490005,0.1530332863330841,0,0
02500005,0.0510486364364624,0,0
02510305,0.7862086296081543,1,0
02580025,0.19253364205360413,0,0
02580050,0.09377199411392212,0,0
02580305,0.5650879740715027,0,0
02610005,0.36179476976394653,0,0
02610010,0.4975646138191223,0,1
02610025,0.5752227306365967,0,0
02640007,0.059106260538101196,0,0
02640010,0.06046849489212036,0,0
02640015,0.08162194490432739,0,0
02640020,0.06188124418258667,0,0
02640305,0.8745996356010437,0,1
02660305,0.6776763200759888,0,0
02720005,0.04474681615829468,0,0
02730305,0.8215159177780151,0,0
02740015,0.039727240800857544,0,0
02740075,0.15971890091896057,0,0
02740083,0.13376498222351074,0,0
02740087,0.10233089327812195,0,0
02740111,0.2262232005596161,0,0
02740115,0.12781500816345215,0,0
02740120,0.17898502945899963,0,0
02750005,0.08981412649154663,0,0
02770415,0.10501167178153992,0,0
02780305,0.774086594581604,0,0
02810095,0.14165103435516357,0,0
02810310,0.4003104567527771,0,0
02810320,0.2654666304588318,0,0
02810325,0.3912261724472046,0,0
02810328,0.2930716872215271,0,0
02810340,0.43663716316223145,0,1
02810345,0.03780904412269592,0,0
02810350,0.14939966797828674,0,0
02810355,0.07480934262275696,0,0
02810360,0.03683656454086304,0,0
02840405,0.8011795878410339,0,1
02850405,0.6707510948181152,0,0
02870005,0.05969175696372986,0,0
02890005,0.02942928671836853,0,0
02900305,0.6810006499290466,0,1
02910305,0.7189077138900757,0,0
02920305,0.7531136274337769,1,0
02930042,0.7251121401786804,0,0
02930305,0.3264445662498474,0,0
02930315,0.7359437942504883,0,1
02930505,0.06966650485992432,0,0
02950023,0.5187726616859436,0,0
02950305,0.8567906618118286,0,1
02960005,0.1780392825603485,0,0
02980005,0.09090358018875122,0,0
03000005,0.04213917255401611,0,0
03010305,0.7499513030052185,0,1
03040015,0.7444915175437927,0,1
03050310,0.7663789987564087,0,1
03060005,0.06230410933494568,0,0
03070305,0.784632682800293,1,0
03070310,0.7821539640426636,1,0
03090505,0.22847464680671692,0,0
03100305,0.6866915225982666,0,1
03140305,0.7272657155990601,0,0
03150305,0.7369261980056763,1,0
03160305,0.32961416244506836,1,0
03210045,0.23657914996147156,0,0
03220505,0.4177805781364441,0,0
03230305,0.10721063613891602,0,0
03230505,0.4496898055076599,0,0
03250310,0.7800854444503784,1,0
03260310,0.7542222738265991,0,1
03270005,0.051014721393585205,0,0
03300305,0.7231510877609253,0,0
03310305,0.7654937505722046,0,1
03360310,0.7280601263046265,0,0
03370005,0.0485440194606781,0,0
03400020,0.10800746083259583,0,0
03410010,0.040844351053237915,0,0
03420330,0.6865813732147217,1,0
03430505,0.5651190876960754,0,0
03440305,0.6887310147285461,0,1
03470405,0.7770429849624634,0,1
03470410,0.6944053173065186,0,1
03480020,0.06573724746704102,0,0
03480026,0.06129002571105957,0,0
03480030,0.15423250198364258,0,0
03480035,0.12360024452209473,0,0
03480045,0.09262138605117798,0,0
03480050,0.1332709789276123,0,0
03480052,0.1262940764427185,0,0
03480053,0.14175042510032654,0,0
03480055,0.03163275122642517,0,0
03480060,0.03872990608215332,0,0
03480090,0.0571613609790802,0,0
03480095,0.10289055109024048,0,0
03480100,0.09431606531143188,0,0
03480110,0.07042410969734192,0,0
03480115,0.06017255783081055,0,0
03480136,0.04707565903663635,0,0
03480140,0.03489324450492859,0,0
03480145,0.05584287643432617,0,0
03480160,0.06182089447975159,0,0
03480175,0.04228770732879639,0,0
03480177,0.0375022292137146,0,0
03480185,0.0451960563659668,0,0
03480200,0.05804020166397095,0,0
03480202,0.13664346933364868,0,0
03480210,0.11155128479003906,0,0
03480220,0.10409605503082275,0,0
03480230,0.05350711941719055,0,0
03480235,0.05159875750541687,0,0
03480240,0.14028006792068481,0,0
03480260,0.041924506425857544,0,0
03480280,0.050688207149505615,0,0
04100205,0.1977607011795044,0,0
04120530,0.17918998003005981,0,0
04130505,0.1910293996334076,0,0
04140305,0.2907679080963135,0,0
04160305,0.32528674602508545,0,0
04180305,0.3371985852718353,0,1
04190305,0.2716965079307556,0,0
04200205,0.047065168619155884,0,0
04280305,0.15485703945159912,0,0
04290010,0.2851411700248718,0,0
04320530,0.3762723505496979,0,0
04350305,0.4657420217990875,0,0
04390050,0.09528699517250061,0,0
04400205,0.1699727177619934,0,0
04430205,0.05395042896270752,0,0
04440205,0.08682498335838318,0,0
04460550,0.33903199434280396,1,0
04470205,0.2865985035896301,0,0
04500105,0.11988362669944763,0,0
04530005,0.23873689770698547,0,0
04540205,0.23479941487312317,0,0
04550050,0.1707291305065155,0,0
04560050,0.23764941096305847,0,0
04610405,0.07865530252456665,0,0
04640305,0.2376188337802887,0,0
04660550,0.1285753846168518,0,0
04690505,0.08329933881759644,0,0
04700105,0.5262796878814697,0,0
04710405,0.45726943016052246,0,0
04740505,0.21154573559761047,0,0
04750505,0.029247671365737915,0,0
04760505,0.09543997049331665,0,0
04780505,0.3570750951766968,0,0
04790505,0.3069888949394226,0,0
04800405,0.06973442435264587,0,0
04810550,0.06834805011749268,0,0
04820050,0.2074050009250641,0,0
04830305,0.3596661686897278,0,0
04840505,0.34231382608413696,0,1
04850485,0.16604068875312805,0,0
04860105,0.23046305775642395,0,0
04870550,0.21312910318374634,0,0
04880550,0.14334404468536377,0,0
04910550,0.4776795208454132,0,0
04940205,0.32341402769088745,0,0
04970205,0.04640272259712219,0,0
04990305,0.12831440567970276,0,0
06030505,0.28917261958122253,0,0
06050405,0.6792051196098328,1,0
06150050,0.0821104645729065,0,0
06160305,0.09307873249053955,0,0
06180310,0.3893389403820038,0,1
06250300,0.41750630736351013,0,0
06250315,0.8179113864898682,0,0
06250320,0.6772207617759705,0,1
06320025,0.04331114888191223,0,0
06450310,0.410703182220459,0,0
06500305,0.4263146221637726,0,1
06500310,0.8125230073928833,0,0
06550405,0.7673373222351074,1,0
06580310,0.6591126918792725,1,0
06600305,0.7611516118049622,0,0
06620020,0.03859943151473999,0,0
06700505,0.38641706109046936,1,0
06720405,0.18816635012626648,0,0
06720410,0.09660851955413818,0,0
06740005,0.060721009969711304,0,0
06740310,0.29905325174331665,0,0
06800305,0.41551369428634644,0,0
06850005,0.05788064002990723,0,0
06900510,0.867289662361145,0,1
06980030,0.4650741517543793,0,0
07050405,0.8989406228065491,0,0
07100015,0.804541289806366,1,0
07120305,0.06134048104286194,0,0
07120310,0.1115313172340393,0,0
07150505,0.3547762334346771,0,1
07170005,0.08618074655532837,0,0
07170010,0.04119592905044556,0,0
07170015,0.03853824734687805,0,0
07170020,0.05377453565597534,0,0
07250025,0.44187986850738525,0,0
07250310,0.43563419580459595,1,0
07280015,0.035314470529556274,0,0
07350030,0.8115800619125366,0,0
07350310,0.7195144295692444,0,0
07400405,0.837116003036499,0,1
07450005,0.07526019215583801,0,0
07450010,0.11840537190437317,0,0
07450015,0.045686542987823486,0,0
07450405,0.8316131830215454,0,1
07500006,0.05379191040992737,0,0
07500008,0.06755444407463074,0,0
07500505,0.4177747368812561,0,0
07530005,0.06471845507621765,0,0
07530010,0.10136887431144714,0,0
07530025,0.05697274208068848,0,0
07530030,0.1299991011619568,0,0
07550505,0.4474901556968689,0,0
07600405,0.8475891947746277,0,1
07650035,0.08530545234680176,0,0
07650505,0.2511579990386963,0,1
07660205,0.08551311492919922,0,0
07660305,0.7566273808479309,0,0
07670008,0.04835617542266846,0,0
07670040,0.23117756843566895,0,0
07670415,0.5704967379570007,0,0
07700405,0.8527369499206543,1,0
07730015,0.05363374948501587,0,0
07730020,0.05599731206893921,0,0
07730025,0.05291181802749634,0,0
07730405,0.8105707168579102,0,0
07740020,0.21746662259101868,0,0
07750040,0.2489025592803955,1,0
07750045,0.29663628339767456,0,0
07750310,0.7132902145385742,1,0
07780005,0.07083243131637573,0,0
07780505,0.45107904076576233,0,0
