school_id,teacher_count,class_count,user_count,assignment_log_count,school_start_year,school_end_year
02710025,1,1,20,112,2017,2018
02710030,8,16,368,8692,2017,2018
02710305,5,12,366,2443,2017,2018
02710505,2,2,43,425,2017,2018
02730015,1,2,97,28443,2017,2018
02810205,1,1,25,96,2017,2018
02880305,14,19,471,10129,2017,2018
02900510,1,1,36,36,2017,2018
02920305,1,1,52,659,2017,2018
03070305,2,4,147,2579,2017,2018
03080404,1,1,20,169,2017,2018
03150305,11,21,370,10956,2017,2018
03160505,1,1,50,239,2017,2018
03320305,2,3,12,144,2017,2018
03320505,4,11,243,3336,2017,2018
03420330,5,8,264,610,2017,2018
03440505,1,4,24,27,2017,2018
03460305,1,4,24,75,2017,2018
03480285,2,5,107,233,2017,2018
03480415,11,25,875,17879,2017,2018
03480512,1,2,81,15125,2017,2018
03480515,4,13,342,2912,2017,2018
03480605,17,41,882,13290,2017,2018
03500010,1,2,32,32,2017,2018
04410505,1,1,2,2,2017,2018
04960305,3,6,128,279,2017,2018
06050405,1,3,78,80,2017,2018
06350305,4,8,147,384,2017,2018
06450305,2,3,29,57,2017,2018
06550505,1,3,72,409,2017,2018
06580305,1,2,43,152,2017,2018
06580310,1,2,22,3527,2017,2018
06650305,1,1,55,136,2017,2018
06730305,3,8,98,166,2017,2018
06750310,1,1,10,12,2017,2018
07530405,1,1,1,1,2017,2018
07530505,2,2,105,6936,2017,2018
07750040,2,3,41,2487,2017,2018
07750305,4,7,157,8333,2017,2018
07800310,1,1,21,66,2017,2018
07800315,5,10,205,869,2017,2018
07800505,1,1,66,438,2017,2018
08010605,6,8,130,504,2017,2018
08230605,2,5,189,482,2017,2018
08250605,3,3,42,43,2017,2018
08320605,5,9,183,7541,2017,2018
08550605,4,6,96,229,2017,2018
08730605,1,1,11,71,2017,2018
00050405,1,1,88,333,2018,2019
00140405,1,1,50,723,2018,2019
00170305,4,9,164,551,2018,2019
00170505,1,2,62,322,2018,2019
00250315,8,15,438,17167,2018,2019
00350530,2,2,5,5,2018,2019
00460005,1,1,29,121,2018,2019
00460045,1,3,62,108,2018,2019
00500305,3,9,162,1709,2018,2019
00820305,3,3,20,45,2018,2019
00930018,2,3,107,17837,2018,2019
00960305,3,4,36,50,2018,2019
00960505,1,2,32,32,2018,2019
00990405,1,3,84,236,2018,2019
01100305,2,5,125,359,2018,2019
01370030,1,2,14,19,2018,2019
01370505,1,1,25,113,2018,2019
01390305,2,2,68,346,2018,2019
01390505,1,4,70,1845,2018,2019
01490532,1,1,1,1,2018,2019
01510015,3,8,248,3267,2018,2019
01530045,1,1,63,794,2018,2019
01530320,12,27,1157,16238,2018,2019
01550310,1,1,18,45,2018,2019
01770305,1,2,87,5224,2018,2019
01810055,1,1,1,1,2018,2019
01840005,1,7,133,872,2018,2019
01850090,1,2,84,12875,2018,2019
01860025,3,7,95,596,2018,2019
01860505,1,2,161,171,2018,2019
01870020,4,4,120,1854,2018,2019
01980305,1,2,108,334,2018,2019
01980310,2,7,121,828,2018,2019
02040505,1,1,49,2626,2018,2019
02070315,5,9,247,1911,2018,2019
02070320,1,1,1,1,2018,2019
02260405,8,11,192,4562,2018,2019
02380005,3,9,176,2268,2018,2019
02460505,1,4,83,10373,2018,2019
02510305,1,1,1,3,2018,2019
02510505,1,2,106,106,2018,2019
02710030,12,23,473,12758,2018,2019
02710305,4,8,253,2968,2018,2019
02710505,4,8,87,93,2018,2019
02730015,1,4,93,21819,2018,2019
02760305,1,4,73,186,2018,2019
02810205,1,1,28,28,2018,2019
02810330,4,5,76,337,2018,2019
02880305,11,15,200,1182,2018,2019
03070305,2,5,181,1981,2018,2019
03150305,11,24,461,9178,2018,2019
03210305,1,1,1,1,2018,2019
03320505,2,8,112,3981,2018,2019
03360505,1,2,97,1617,2018,2019
03420330,2,2,101,1665,2018,2019
03480285,1,1,74,566,2018,2019
03480350,1,1,29,29,2018,2019
03480405,1,1,50,612,2018,2019
03480415,8,13,669,16615,2018,2019
03480423,1,1,66,127,2018,2019
03480512,1,3,72,13114,2018,2019
03480515,3,4,231,2237,2018,2019
03480605,16,38,753,8496,2018,2019
04960305,1,1,31,60,2018,2019
06150305,1,5,24,24,2018,2019
06350305,3,6,119,179,2018,2019
06550505,1,4,58,401,2018,2019
06580305,3,10,176,1551,2018,2019
06580310,1,1,18,103,2018,2019
06730305,4,11,162,323,2018,2019
07100015,1,1,1,603,2018,2019
07530505,2,2,91,6311,2018,2019
07750305,9,19,481,17833,2018,2019
07750310,1,2,100,3674,2018,2019
07750505,2,4,56,97,2018,2019
07800315,4,5,129,177,2018,2019
07800505,1,1,1,3,2018,2019
08010605,9,20,437,4578,2018,2019
08250605,4,7,117,262,2018,2019
08320605,8,16,272,7825,2018,2019
08550605,2,4,86,119,2018,2019
08850605,1,2,12,12,2018,2019
