school_code,year,Grade 6 P+A #,Grade 6 P+A %,Grade 6 A #,Grade 6 A %,Grade 6 P #,Grade 6 P %,Grade 6 NI #,Grade 6 NI %,Grade 6 W/F #,Grade 6 W/F %,Grade 6 No. of Students Included,Grade 6 CPI,Grade 6 Median SGP,Grade 6 Included In Median SGP,Grade 7 P+A #,Grade 7 P+A %,Grade 7 A #,Grade 7 A %,Grade 7 P #,Grade 7 P %,Grade 7 NI #,Grade 7 NI %,Grade 7 W/F #,Grade 7 W/F %,Grade 7 No. of Students Included,Grade 7 CPI,Grade 7 Median SGP,Grade 7 Included In Median SGP,Grade 8 P+A #,Grade 8 P+A %,Grade 8 A #,Grade 8 A %,Grade 8 P #,Grade 8 P %,Grade 8 NI #,Grade 8 NI %,Grade 8 W/F #,Grade 8 W/F %,Grade 8 No. of Students Included,Grade 8 CPI,Grade 8 Median SGP,Grade 8 Included In Median SGP,Grade 6 P+A #_is_nan,Grade 6 Median SGP_is_nan,Grade 6 Included In Median SGP_is_nan,Grade 7 P+A #_is_nan,Grade 7 Median SGP_is_nan,Grade 7 Included In Median SGP_is_nan,Grade 8 P+A #_is_nan,Grade 8 Median SGP_is_nan,Grade 8 Included In Median SGP_is_nan
00990405,2008.0,146.0,70.0,73.0,35.0,73.0,35.0,41.0,20.0,19.0,9.0,206.0,86.9,56.0,198.0,159.0,69.0,64.0,28.0,95.0,41.0,51.0,22.0,19.0,8.0,229.0,86.0,69.0,222.0,127.0,56.0,43.0,19.0,84.0,37.0,72.0,32.0,28.0,12.0,227.0,78.4,40.0,222.0,0,0,0,0,0,0,0,0,0
01000302,2008.0,87.0,53.0,38.0,23.0,49.0,30.0,50.0,31.0,25.0,15.0,162.0,79.3,39.0,153.0,90.0,51.0,30.0,17.0,60.0,34.0,52.0,29.0,36.0,20.0,178.0,74.6,53.0,175.0,82.0,52.0,27.0,17.0,55.0,35.0,42.0,27.0,33.0,21.0,157.0,74.0,60.5,154.0,0,0,0,0,0,0,0,0,0
01000305,2008.0,54.0,36.0,16.0,11.0,38.0,25.0,46.0,31.0,50.0,33.0,150.0,67.0,44.0,128.0,43.0,28.0,17.0,11.0,26.0,17.0,45.0,30.0,61.0,41.0,149.0,59.7,50.0,127.0,86.0,46.0,25.0,13.0,61.0,33.0,55.0,29.0,46.0,25.0,187.0,71.1,75.0,164.0,0,0,0,0,0,0,0,0,0
01000310,2008.0,158.0,64.0,61.0,25.0,97.0,39.0,62.0,25.0,27.0,11.0,247.0,81.9,47.0,239.0,168.0,62.0,52.0,19.0,116.0,43.0,68.0,25.0,35.0,13.0,271.0,81.8,49.0,264.0,115.0,51.0,38.0,17.0,77.0,34.0,66.0,29.0,46.0,20.0,227.0,73.1,49.0,227.0,0,0,0,0,0,0,0,0,0
01010040,2008.0,124.0,75.0,71.0,43.0,53.0,32.0,30.0,18.0,13.0,8.0,167.0,87.3,41.0,166.0,101.0,61.0,41.0,25.0,60.0,36.0,43.0,26.0,21.0,13.0,165.0,81.2,31.0,162.0,105.0,73.0,39.0,27.0,66.0,46.0,26.0,18.0,11.0,8.0,142.0,89.6,51.0,138.0,0,0,0,0,0,0,0,0,0
01010310,2008.0,135.0,75.0,59.0,33.0,76.0,42.0,28.0,15.0,18.0,10.0,181.0,87.4,45.0,174.0,125.0,71.0,49.0,28.0,76.0,43.0,36.0,20.0,15.0,9.0,176.0,86.9,58.5,172.0,102.0,69.0,55.0,37.0,47.0,32.0,29.0,19.0,18.0,12.0,149.0,83.6,57.0,147.0,0,0,0,0,0,0,0,0,0
01010405,2008.0,124.0,75.0,63.0,38.0,61.0,37.0,29.0,18.0,12.0,7.0,165.0,88.3,42.0,163.0,135.0,72.0,45.0,24.0,90.0,48.0,40.0,21.0,13.0,7.0,188.0,86.7,41.0,185.0,139.0,78.0,72.0,40.0,67.0,38.0,31.0,17.0,8.0,4.0,178.0,90.2,56.0,175.0,0,0,0,0,0,0,0,0,0
01030405,2008.0,95.0,55.0,31.0,18.0,64.0,37.0,53.0,31.0,24.0,14.0,172.0,77.5,56.0,169.0,82.0,37.0,15.0,7.0,67.0,30.0,72.0,32.0,68.0,31.0,222.0,64.4,35.0,216.0,80.0,37.0,32.0,15.0,48.0,22.0,78.0,36.0,59.0,27.0,217.0,66.0,60.0,214.0,0,0,0,0,0,0,0,0,0
01050305,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01070305,2008.0,119.0,43.0,53.0,19.0,66.0,24.0,93.0,34.0,62.0,23.0,274.0,70.6,44.0,265.0,89.0,36.0,20.0,8.0,69.0,28.0,79.0,32.0,78.0,32.0,246.0,65.7,53.0,239.0,103.0,43.0,31.0,13.0,72.0,30.0,80.0,33.0,56.0,23.0,239.0,70.6,68.0,229.0,0,0,0,0,0,0,0,0,0
01100030,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01100200,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01100305,2008.0,173.0,74.0,77.0,33.0,96.0,41.0,45.0,19.0,15.0,6.0,233.0,88.8,68.0,225.0,109.0,53.0,31.0,15.0,78.0,38.0,68.0,33.0,27.0,13.0,204.0,79.2,38.0,195.0,129.0,64.0,73.0,36.0,56.0,28.0,57.0,28.0,15.0,7.0,201.0,83.1,58.0,197.0,0,0,0,0,0,0,0,0,0
01110004,2008.0,63.0,72.0,36.0,41.0,27.0,31.0,17.0,19.0,8.0,9.0,88.0,86.1,78.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01110505,2008.0,,,,,,,,,,,,,,,57.0,57.0,9.0,9.0,48.0,48.0,26.0,26.0,16.0,16.0,99.0,78.3,37.0,93.0,56.0,59.0,23.0,24.0,33.0,35.0,28.0,30.0,10.0,11.0,94.0,79.5,46.0,93.0,1,1,1,0,0,0,0,0,0
01140305,2008.0,53.0,42.0,20.0,16.0,33.0,26.0,39.0,31.0,33.0,26.0,125.0,68.8,37.0,114.0,39.0,42.0,10.0,11.0,29.0,31.0,38.0,40.0,18.0,19.0,95.0,70.8,54.5,88.0,42.0,34.0,16.0,13.0,26.0,21.0,40.0,32.0,44.0,35.0,126.0,62.3,54.5,122.0,0,0,0,0,0,0,0,0,0
01140505,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01140900,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01170015,2008.0,40.0,78.0,16.0,31.0,24.0,47.0,8.0,16.0,3.0,6.0,51.0,90.2,74.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01170505,2008.0,,,,,,,,,,,,,,,25.0,59.0,11.0,26.0,14.0,33.0,11.0,26.0,7.0,16.0,43.0,78.5,47.0,39.0,28.0,54.0,18.0,35.0,10.0,19.0,14.0,27.0,10.0,19.0,52.0,77.4,57.0,50.0,1,1,1,0,0,0,0,0,0
01180005,2008.0,65.0,60.0,26.0,24.0,39.0,36.0,27.0,25.0,17.0,16.0,109.0,79.6,63.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01220305,2008.0,168.0,72.0,68.0,29.0,100.0,43.0,55.0,24.0,9.0,4.0,232.0,89.5,55.0,231.0,128.0,59.0,32.0,15.0,96.0,44.0,65.0,30.0,25.0,11.0,218.0,81.8,51.0,216.0,113.0,55.0,29.0,14.0,84.0,41.0,73.0,35.0,21.0,10.0,207.0,79.3,60.5,204.0,0,0,0,0,0,0,0,0,0
01250505,2008.0,99.0,91.0,50.0,46.0,49.0,45.0,10.0,9.0,0.0,0.0,109.0,96.8,68.0,108.0,92.0,79.0,36.0,31.0,56.0,48.0,20.0,17.0,5.0,4.0,117.0,91.0,54.5,116.0,95.0,86.0,53.0,48.0,42.0,38.0,14.0,13.0,1.0,1.0,110.0,94.8,60.0,109.0,0,0,0,0,0,0,0,0,0
01270005,2008.0,18.0,66.0,6.0,22.0,12.0,44.0,7.0,26.0,2.0,7.0,27.0,84.3,48.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01270505,2008.0,,,,,,,,,,,,,,,17.0,46.0,4.0,11.0,13.0,35.0,14.0,38.0,6.0,16.0,37.0,72.3,40.0,34.0,16.0,57.0,4.0,14.0,12.0,43.0,8.0,29.0,4.0,14.0,28.0,77.7,59.0,28.0,1,1,1,0,0,0,0,0,0
01280035,2008.0,87.0,54.0,43.0,27.0,44.0,27.0,37.0,23.0,38.0,23.0,162.0,78.5,43.0,149.0,53.0,40.0,16.0,12.0,37.0,28.0,54.0,42.0,23.0,18.0,130.0,75.6,69.0,121.0,75.0,52.0,26.0,18.0,49.0,34.0,39.0,27.0,31.0,21.0,145.0,78.6,45.0,131.0,0,0,0,0,0,0,0,0,0
01280050,2008.0,37.0,34.0,9.0,8.0,28.0,26.0,30.0,28.0,41.0,38.0,108.0,65.7,44.0,92.0,30.0,30.0,4.0,4.0,26.0,26.0,40.0,40.0,30.0,30.0,100.0,62.3,46.0,93.0,41.0,35.0,9.0,8.0,32.0,27.0,37.0,31.0,42.0,35.0,120.0,61.7,43.0,113.0,0,0,0,0,0,0,0,0,0
01280085,2008.0,58.0,55.0,23.0,22.0,35.0,33.0,32.0,30.0,15.0,14.0,105.0,79.0,50.0,101.0,48.0,42.0,10.0,9.0,38.0,33.0,47.0,41.0,20.0,17.0,115.0,71.5,59.0,113.0,69.0,58.0,20.0,17.0,49.0,41.0,24.0,20.0,27.0,23.0,120.0,74.8,71.0,116.0,0,0,0,0,0,0,0,0,0
01280100,2008.0,68.0,41.0,28.0,17.0,40.0,24.0,56.0,33.0,45.0,27.0,169.0,66.0,58.0,162.0,56.0,30.0,12.0,6.0,44.0,24.0,68.0,36.0,63.0,34.0,187.0,60.6,35.0,180.0,76.0,42.0,29.0,16.0,47.0,26.0,33.0,18.0,70.0,39.0,179.0,63.4,47.0,172.0,0,0,0,0,0,0,0,0,0
01310410,2008.0,208.0,75.0,102.0,37.0,106.0,38.0,51.0,18.0,17.0,6.0,276.0,89.9,41.0,269.0,170.0,57.0,49.0,16.0,121.0,41.0,104.0,35.0,23.0,8.0,297.0,82.8,47.0,284.0,180.0,61.0,71.0,24.0,109.0,37.0,73.0,25.0,38.0,13.0,291.0,81.5,58.0,285.0,0,0,0,0,0,0,0,0,0
01330025,2008.0,69.0,64.0,30.0,28.0,39.0,36.0,22.0,21.0,16.0,15.0,107.0,82.0,58.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01330505,2008.0,,,,,,,,,,,,,,,25.0,27.0,4.0,4.0,21.0,23.0,31.0,34.0,35.0,38.0,91.0,57.4,17.0,88.0,47.0,42.0,10.0,9.0,37.0,33.0,31.0,28.0,33.0,30.0,111.0,66.9,36.0,107.0,1,1,1,0,0,0,0,0,0
01350005,2008.0,15.0,56.0,4.0,15.0,11.0,41.0,9.0,33.0,3.0,11.0,27.0,79.6,61.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01360305,2008.0,138.0,67.0,58.0,28.0,80.0,39.0,52.0,25.0,15.0,7.0,205.0,86.7,39.5,202.0,160.0,71.0,50.0,22.0,110.0,49.0,51.0,23.0,13.0,6.0,224.0,88.1,63.0,219.0,169.0,68.0,76.0,31.0,93.0,37.0,67.0,27.0,13.0,5.0,249.0,87.1,51.0,245.0,0,0,0,0,0,0,0,0,0
01370015,2008.0,21.0,44.0,6.0,13.0,15.0,31.0,14.0,29.0,13.0,27.0,48.0,69.8,72.0,47.0,11.0,37.0,1.0,3.0,10.0,34.0,11.0,38.0,7.0,24.0,29.0,66.4,48.0,27.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
01370025,2008.0,1.0,2.0,0.0,0.0,1.0,2.0,8.0,14.0,47.0,84.0,56.0,25.9,21.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01370030,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01370040,2008.0,2.0,4.0,2.0,4.0,0.0,0.0,14.0,31.0,29.0,64.0,45.0,37.2,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,36.0,82.0,44.0,26.7,38.0,41.0,4.0,10.0,0.0,0.0,4.0,10.0,11.0,27.0,26.0,63.0,41.0,42.1,79.0,34.0,0,0,0,0,0,0,0,0,0
01370045,2008.0,12.0,21.0,0.0,0.0,12.0,21.0,17.0,29.0,29.0,50.0,58.0,52.2,47.0,48.0,1.0,2.0,0.0,0.0,1.0,2.0,16.0,31.0,35.0,67.0,52.0,39.4,48.0,50.0,16.0,43.0,3.0,8.0,13.0,35.0,5.0,14.0,16.0,43.0,37.0,62.2,71.0,29.0,0,0,0,0,0,0,0,0,0
01370055,2008.0,32.0,49.0,17.0,26.0,15.0,23.0,17.0,26.0,16.0,25.0,65.0,73.8,74.0,58.0,24.0,32.0,9.0,12.0,15.0,20.0,17.0,23.0,33.0,45.0,74.0,65.5,46.5,60.0,33.0,46.0,11.0,15.0,22.0,31.0,15.0,21.0,24.0,33.0,72.0,70.5,36.0,63.0,0,0,0,0,0,0,0,0,0
01370060,2008.0,13.0,20.0,6.0,9.0,7.0,11.0,22.0,34.0,30.0,46.0,65.0,65.0,50.0,51.0,7.0,10.0,0.0,0.0,7.0,10.0,18.0,26.0,45.0,64.0,70.0,41.4,23.0,65.0,17.0,33.0,4.0,8.0,13.0,25.0,12.0,23.0,23.0,44.0,52.0,61.5,45.0,44.0,0,0,0,0,0,0,0,0,0
01370525,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01380010,2008.0,66.0,70.0,35.0,37.0,31.0,33.0,20.0,21.0,9.0,9.0,95.0,85.0,58.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01380505,2008.0,,,,,,,,,,,,,,,62.0,59.0,26.0,25.0,36.0,34.0,25.0,24.0,19.0,18.0,106.0,78.3,44.0,104.0,44.0,52.0,12.0,14.0,32.0,38.0,26.0,31.0,15.0,18.0,85.0,75.6,31.0,85.0,1,1,1,0,0,0,0,0,0
01390305,2008.0,206.0,71.0,86.0,30.0,120.0,41.0,72.0,25.0,13.0,4.0,291.0,88.1,46.0,284.0,171.0,66.0,68.0,26.0,103.0,40.0,74.0,29.0,14.0,5.0,259.0,86.1,60.0,251.0,201.0,73.0,88.0,32.0,113.0,41.0,58.0,21.0,14.0,5.0,273.0,89.5,68.0,266.0,0,0,0,0,0,0,0,0,0
01410410,2008.0,128.0,62.0,45.0,22.0,83.0,40.0,55.0,27.0,23.0,11.0,206.0,81.7,50.0,198.0,104.0,53.0,31.0,16.0,73.0,37.0,65.0,33.0,26.0,13.0,195.0,78.5,56.5,192.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
01410505,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,42.0,18.0,9.0,69.0,33.0,73.0,35.0,50.0,24.0,210.0,69.3,33.0,205.0,1,1,1,1,1,1,0,0,0
01420305,2008.0,56.0,66.0,23.0,27.0,33.0,39.0,21.0,25.0,8.0,9.0,85.0,83.5,50.5,82.0,41.0,49.0,5.0,6.0,36.0,43.0,36.0,43.0,7.0,8.0,84.0,78.6,52.0,83.0,42.0,53.0,23.0,29.0,19.0,24.0,16.0,20.0,21.0,27.0,79.0,72.5,42.0,77.0,0,0,0,0,0,0,0,0,0
01440305,2008.0,131.0,77.0,51.0,30.0,80.0,47.0,32.0,19.0,6.0,4.0,169.0,91.1,50.5,166.0,131.0,78.0,47.0,28.0,84.0,50.0,30.0,18.0,8.0,5.0,169.0,92.2,61.0,160.0,126.0,71.0,52.0,29.0,74.0,42.0,35.0,20.0,17.0,10.0,178.0,85.5,42.0,174.0,0,0,0,0,0,0,0,0,0
01450020,2008.0,119.0,73.0,59.0,36.0,60.0,37.0,33.0,20.0,11.0,7.0,163.0,86.7,78.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01480005,2008.0,34.0,68.0,12.0,24.0,22.0,44.0,10.0,20.0,6.0,12.0,50.0,84.0,53.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01490015,2008.0,15.0,20.0,1.0,1.0,14.0,19.0,24.0,33.0,34.0,47.0,73.0,54.8,66.0,63.0,17.0,19.0,3.0,3.0,14.0,16.0,34.0,38.0,38.0,43.0,89.0,53.4,70.0,81.0,17.0,20.0,5.0,6.0,12.0,14.0,26.0,30.0,45.0,51.0,88.0,46.3,45.0,74.0,0,0,0,0,0,0,0,0,0
01490016,2008.0,7.0,6.0,1.0,1.0,6.0,5.0,40.0,30.0,85.0,64.0,132.0,43.2,27.0,110.0,6.0,5.0,1.0,1.0,5.0,4.0,28.0,24.0,84.0,71.0,118.0,37.7,18.0,109.0,20.0,16.0,5.0,4.0,15.0,12.0,28.0,23.0,73.0,60.0,121.0,48.8,34.5,110.0,0,0,0,0,0,0,0,0,0
01490017,2008.0,14.0,13.0,0.0,0.0,14.0,13.0,24.0,23.0,66.0,63.0,104.0,39.7,25.0,95.0,11.0,10.0,1.0,1.0,10.0,9.0,33.0,29.0,71.0,62.0,115.0,40.9,51.0,104.0,8.0,7.0,0.0,0.0,8.0,7.0,23.0,21.0,77.0,71.0,108.0,36.1,55.0,96.0,0,0,0,0,0,0,0,0,0
01490025,2008.0,19.0,19.0,3.0,3.0,16.0,16.0,30.0,30.0,52.0,51.0,101.0,50.7,52.5,88.0,15.0,11.0,3.0,2.0,12.0,9.0,34.0,27.0,78.0,61.0,127.0,45.5,50.0,113.0,24.0,19.0,1.0,1.0,23.0,18.0,37.0,29.0,67.0,52.0,128.0,48.4,61.0,113.0,0,0,0,0,0,0,0,0,0
01490027,2008.0,30.0,27.0,8.0,7.0,22.0,20.0,36.0,33.0,42.0,39.0,108.0,61.1,58.0,95.0,19.0,15.0,4.0,3.0,15.0,12.0,31.0,25.0,76.0,60.0,126.0,44.0,36.0,115.0,21.0,20.0,6.0,6.0,15.0,14.0,29.0,27.0,57.0,53.0,107.0,49.5,37.0,98.0,0,0,0,0,0,0,0,0,0
01490045,2008.0,28.0,29.0,3.0,3.0,25.0,26.0,32.0,33.0,38.0,39.0,98.0,61.2,64.0,82.0,14.0,15.0,0.0,0.0,14.0,15.0,20.0,21.0,61.0,64.0,95.0,43.2,33.0,79.0,24.0,21.0,3.0,3.0,21.0,18.0,35.0,30.0,59.0,50.0,118.0,51.7,50.5,104.0,0,0,0,0,0,0,0,0,0
01490050,2008.0,12.0,17.0,5.0,7.0,7.0,10.0,15.0,21.0,43.0,61.0,70.0,44.3,45.0,58.0,2.0,4.0,1.0,2.0,1.0,2.0,9.0,15.0,49.0,82.0,60.0,32.1,20.0,53.0,17.0,26.0,2.0,3.0,15.0,23.0,14.0,21.0,35.0,53.0,66.0,51.5,63.0,61.0,0,0,0,0,0,0,0,0,0
01490080,2008.0,26.0,41.0,8.0,13.0,18.0,28.0,21.0,33.0,17.0,27.0,64.0,70.3,46.0,58.0,10.0,16.0,1.0,2.0,9.0,14.0,18.0,29.0,35.0,56.0,63.0,54.4,52.5,56.0,15.0,27.0,5.0,9.0,10.0,18.0,16.0,29.0,25.0,45.0,56.0,60.3,46.5,46.0,0,0,0,0,0,0,0,0,0
01490090,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01490525,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01490537,2008.0,9.0,41.0,3.0,14.0,6.0,27.0,7.0,32.0,6.0,27.0,22.0,81.8,,18.0,4.0,17.0,0.0,0.0,4.0,17.0,4.0,17.0,15.0,65.0,23.0,59.8,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,92.0,13.0,23.1,,11.0,0,1,0,0,1,0,0,1,0
01500025,2008.0,34.0,55.0,10.0,16.0,24.0,39.0,20.0,32.0,8.0,13.0,62.0,79.0,51.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01500505,2008.0,,,,,,,,,,,,,,,31.0,47.0,6.0,9.0,25.0,38.0,21.0,32.0,13.0,20.0,65.0,71.2,27.0,62.0,16.0,22.0,3.0,4.0,13.0,18.0,25.0,35.0,30.0,42.0,71.0,56.0,39.0,67.0,1,1,1,0,0,0,0,0,0
01510015,2008.0,99.0,67.0,27.0,18.0,72.0,49.0,29.0,20.0,19.0,13.0,147.0,83.3,55.5,142.0,68.0,45.0,16.0,11.0,52.0,34.0,57.0,38.0,27.0,18.0,152.0,73.5,56.0,151.0,88.0,57.0,39.0,25.0,49.0,32.0,40.0,26.0,27.0,17.0,155.0,76.9,56.0,151.0,0,0,0,0,0,0,0,0,0
01520505,2008.0,43.0,66.0,11.0,17.0,32.0,49.0,12.0,18.0,10.0,15.0,65.0,81.5,40.5,64.0,35.0,62.0,13.0,23.0,22.0,39.0,10.0,18.0,12.0,21.0,57.0,76.8,43.0,56.0,42.0,58.0,19.0,26.0,23.0,32.0,18.0,25.0,12.0,17.0,72.0,77.8,50.5,68.0,0,0,0,0,0,0,0,0,0
01530045,2008.0,104.0,56.0,43.0,23.0,61.0,33.0,54.0,29.0,26.0,14.0,184.0,78.5,59.0,171.0,80.0,44.0,26.0,14.0,54.0,30.0,67.0,37.0,36.0,20.0,183.0,70.5,44.0,175.0,85.0,50.0,27.0,16.0,58.0,34.0,50.0,29.0,38.0,22.0,173.0,71.7,48.0,167.0,0,0,0,0,0,0,0,0,0
01530320,2008.0,149.0,56.0,59.0,22.0,90.0,34.0,63.0,24.0,52.0,20.0,264.0,77.7,55.0,245.0,105.0,37.0,18.0,6.0,87.0,31.0,106.0,38.0,71.0,25.0,282.0,68.0,38.0,277.0,130.0,43.0,33.0,11.0,97.0,32.0,103.0,34.0,73.0,24.0,306.0,69.4,45.0,292.0,0,0,0,0,0,0,0,0,0
01540005,2008.0,14.0,64.0,3.0,14.0,11.0,50.0,7.0,32.0,1.0,5.0,22.0,85.2,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1
01550305,2008.0,208.0,83.0,128.0,51.0,80.0,32.0,33.0,13.0,10.0,4.0,251.0,92.0,48.0,233.0,214.0,84.0,138.0,54.0,76.0,30.0,35.0,14.0,8.0,3.0,257.0,93.3,60.0,246.0,210.0,82.0,129.0,50.0,81.0,32.0,33.0,13.0,13.0,5.0,256.0,91.7,63.0,249.0,0,0,0,0,0,0,0,0,0
01550310,2008.0,204.0,88.0,116.0,50.0,88.0,38.0,22.0,9.0,8.0,3.0,234.0,94.9,56.0,225.0,213.0,84.0,122.0,48.0,91.0,36.0,36.0,14.0,4.0,2.0,253.0,94.0,60.0,246.0,235.0,87.0,157.0,58.0,78.0,29.0,28.0,10.0,10.0,4.0,273.0,93.3,59.5,270.0,0,0,0,0,0,0,0,0,0
01570025,2008.0,52.0,67.0,28.0,36.0,24.0,31.0,15.0,19.0,11.0,14.0,78.0,84.0,42.0,73.0,49.0,68.0,23.0,32.0,26.0,36.0,15.0,21.0,8.0,11.0,72.0,84.0,52.0,69.0,54.0,79.0,30.0,44.0,24.0,35.0,10.0,15.0,4.0,6.0,68.0,90.1,53.0,64.0,0,0,0,0,0,0,0,0,0
01570305,2008.0,21.0,63.0,6.0,18.0,15.0,45.0,9.0,27.0,3.0,9.0,33.0,83.3,43.0,27.0,18.0,44.0,5.0,12.0,13.0,32.0,10.0,24.0,13.0,32.0,41.0,68.3,50.5,32.0,16.0,53.0,7.0,23.0,9.0,30.0,7.0,23.0,7.0,23.0,30.0,72.5,60.5,24.0,0,0,0,0,0,0,0,0,0
01580305,2008.0,83.0,68.0,33.0,27.0,50.0,41.0,30.0,24.0,10.0,8.0,123.0,84.8,62.0,120.0,71.0,71.0,32.0,32.0,39.0,39.0,26.0,26.0,2.0,2.0,99.0,89.6,65.0,96.0,82.0,61.0,35.0,26.0,47.0,35.0,31.0,23.0,22.0,16.0,135.0,79.6,41.0,123.0,0,0,0,0,0,0,0,0,0
01590017,2008.0,78.0,74.0,38.0,36.0,40.0,38.0,21.0,20.0,6.0,6.0,105.0,90.0,71.5,100.0,107.0,77.0,40.0,29.0,67.0,48.0,28.0,20.0,5.0,4.0,140.0,90.5,51.0,138.0,97.0,74.0,52.0,40.0,45.0,34.0,27.0,21.0,7.0,5.0,131.0,88.0,67.0,127.0,0,0,0,0,0,0,0,0,0
01590305,2008.0,102.0,84.0,52.0,43.0,50.0,41.0,16.0,13.0,3.0,2.0,121.0,93.4,67.0,117.0,92.0,78.0,37.0,31.0,55.0,47.0,21.0,18.0,5.0,4.0,118.0,91.1,49.0,118.0,91.0,72.0,52.0,41.0,39.0,31.0,24.0,19.0,12.0,9.0,127.0,85.8,58.5,124.0,0,0,0,0,0,0,0,0,0
01600018,2008.0,32.0,68.0,14.0,30.0,18.0,38.0,15.0,32.0,0.0,0.0,47.0,88.8,88.0,47.0,19.0,43.0,5.0,11.0,14.0,32.0,15.0,34.0,10.0,23.0,44.0,68.2,52.0,43.0,20.0,41.0,5.0,10.0,15.0,31.0,16.0,33.0,12.0,25.0,48.0,65.6,73.5,46.0,0,0,0,0,0,0,0,0,0
01600090,2008.0,12.0,25.0,2.0,4.0,10.0,21.0,15.0,32.0,20.0,43.0,47.0,55.3,61.0,45.0,7.0,19.0,0.0,0.0,7.0,19.0,12.0,32.0,18.0,49.0,37.0,50.0,61.5,36.0,12.0,28.0,3.0,7.0,9.0,21.0,9.0,21.0,21.0,50.0,42.0,52.4,60.0,39.0,0,0,0,0,0,0,0,0,0
01600310,2008.0,35.0,35.0,12.0,12.0,23.0,23.0,29.0,29.0,36.0,36.0,100.0,62.8,40.0,93.0,32.0,31.0,7.0,7.0,25.0,24.0,50.0,48.0,22.0,21.0,104.0,67.8,65.5,98.0,28.0,26.0,3.0,3.0,25.0,23.0,28.0,25.0,55.0,50.0,111.0,54.7,53.0,100.0,0,0,0,0,0,0,0,0,0
01600315,2008.0,70.0,49.0,26.0,18.0,44.0,31.0,45.0,32.0,27.0,19.0,142.0,74.8,70.5,138.0,62.0,44.0,17.0,12.0,45.0,32.0,43.0,31.0,35.0,25.0,140.0,70.5,54.0,136.0,59.0,37.0,16.0,10.0,43.0,27.0,47.0,29.0,54.0,34.0,160.0,64.4,57.5,156.0,0,0,0,0,0,0,0,0,0
01600320,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01600330,2008.0,23.0,15.0,5.0,3.0,18.0,12.0,39.0,27.0,83.0,57.0,145.0,46.2,35.0,126.0,24.0,19.0,5.0,4.0,19.0,15.0,32.0,26.0,68.0,55.0,124.0,47.0,60.0,115.0,18.0,14.0,4.0,3.0,14.0,11.0,35.0,28.0,71.0,57.0,124.0,45.4,70.0,109.0,0,0,0,0,0,0,0,0,0
