school_code,African American (#),Asian (#),Hispanic (#),White (#),Native American (#),"Native Hawaiian, Pacific Islander (#)","Multi-Race,Non-Hispanic (#)",Females (#),Males (#),FTE Count,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,Total # of Classes,Average Class Size,Number of Students,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained,General Education (#),Special Education (#),Career Vocational Technical (#),English Language Learner (#),<26 yrs (# ),26-32 yrs (#),33-40 yrs (#),41-48 yrs (#),49-56 yrs (#),57-64 yrs (#),Over 64 yrs (#),Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability,Principal Total_is_nan
00770100,0.0,0.0,0.0,56.8,0.0,0.0,0.0,53.5,3.3,56.8,29.1,100.0,172.0,100.0,17.9,0.0,0.0,0.0,0.0,0.0,134.0,150.0,128.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,219.0,22.5,527.0,0.4,0.8,1.3,96.0,0.0,0.0,1.5,1.0,1.0,100.0,38.0,30.0,78.9,26.1,3.0,0.0,0.0,4.0,10.5,11.3,11.5,6.9,11.700000000000001,1.0,50.7,49.3,0.0,16.7,16.3,530.0,3.6,1.9,523.0,97.7,0
00770505,0.0,0.0,0.0,61.5,0.0,0.0,0.0,40.7,20.8,61.5,45.6,97.8,215.0,92.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,113.0,112.0,127.0,94.0,1.0,594.0,297.0,16.7,601.0,0.2,0.5,1.5,97.0,0.0,0.0,0.8,1.0,1.0,100.0,49.0,45.0,91.8,44.300000000000004,1.3,0.0,0.0,4.6,13.0,13.9,12.0,8.6,9.4,0.0,48.9,51.1,0.0,15.8,18.5,604.0,4.8,1.7,597.0,96.3,0
00790040,0.0,0.0,0.0,56.5,0.0,0.0,0.0,49.9,6.6,56.5,35.6,97.3,198.0,100.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,250.0,23.0,643.0,3.3,5.1,7.0,82.4,0.2,0.0,2.0,1.0,0.0,0.0,36.0,30.0,83.3,29.1,6.0,0.0,0.5,5.0,10.4,8.0,15.0,15.0,3.1,0.0,47.1,52.9,1.2,13.2,24.0,650.0,2.9,1.8,639.0,98.7,0
00790410,0.0,0.0,0.0,57.4,0.0,0.0,0.0,47.0,10.4,57.4,36.9,100.0,262.0,99.6,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,311.0,0.0,0.0,0.0,0.0,0.0,620.0,263.0,22.9,625.0,1.8,4.2,5.6,86.6,0.2,0.2,1.6,1.0,1.0,100.0,41.0,27.0,65.9,30.7,5.7,0.0,0.5,3.0,12.8,7.3,6.7,16.9,9.700000000000001,1.0,49.1,50.9,0.5,13.4,22.6,627.0,3.0,1.4,620.0,98.1,0
00820305,1.0,0.0,1.0,82.6,0.0,0.0,0.0,68.3,16.4,84.6,63.8,99.1,302.0,98.7,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,298.0,281.0,0.0,0.0,0.0,0.0,0.0,837.0,362.0,22.1,838.0,0.5,1.3,0.6,96.5,0.0,0.0,1.1,1.0,1.0,100.0,69.0,61.0,88.4,63.2,0.4,0.0,0.3,3.6,11.9,26.6,12.700000000000001,15.0,14.8,0.0,48.6,51.4,0.1,12.5,5.6,847.0,2.6,0.9,840.0,98.2,0
00830010,0.0,0.0,0.0,73.9,1.0,0.0,0.0,59.0,15.9,74.9,48.3,100.0,282.0,100.0,19.4,0.0,0.0,0.0,0.0,0.0,179.0,184.0,164.0,192.0,216.0,0.0,0.0,0.0,0.0,0.0,935.0,343.0,25.8,941.0,1.8,0.3,1.4,94.2,0.1,0.2,2.0,1.0,0.0,0.0,50.0,46.0,92.0,41.300000000000004,7.0,0.0,0.0,0.9,10.0,13.4,15.5,21.1,11.0,3.0,52.4,47.6,1.0,14.7,18.1,952.0,3.5,2.1,937.0,98.1,0
00860305,1.0,0.0,0.0,57.3,0.0,0.0,0.0,48.3,10.0,58.3,38.5,100.0,176.0,100.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,119.0,141.0,108.0,113.0,0.0,0.0,0.0,0.0,0.0,481.0,248.0,20.1,497.0,2.4,5.0,10.1,82.3,0.0,0.0,0.2,1.0,1.0,100.0,40.0,36.0,90.0,29.0,9.0,0.0,0.5,2.0,4.5,6.8,11.8,16.8,14.4,2.0,52.5,47.5,1.2,20.3,39.4,503.0,7.2,5.2,484.0,96.5,0
00870305,0.0,1.0,1.0,76.2,0.0,0.0,0.0,65.1,13.1,78.2,48.6,97.9,206.0,100.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,219.0,218.0,0.0,0.0,0.0,0.0,0.0,652.0,327.0,19.9,659.0,4.1,4.2,3.8,87.4,0.0,0.2,0.3,1.0,1.0,100.0,51.0,42.0,82.4,41.1,7.5,0.0,0.0,6.0,7.0,6.0,21.2,17.0,18.0,3.0,50.8,49.2,0.5,16.1,19.4,664.0,3.2,1.7,656.0,98.0,0
00880405,0.0,0.0,3.0,95.7,0.0,0.0,0.0,77.1,21.6,98.7,67.0,100.0,317.0,100.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,346.0,320.0,0.0,0.0,0.0,0.0,0.0,993.0,514.0,19.2,996.0,4.0,3.8,3.9,84.8,0.2,0.0,3.2,1.0,0.0,0.0,71.0,62.0,87.3,57.5,9.5,0.0,0.0,4.0,16.0,11.4,22.2,27.6,16.5,1.0,50.5,49.5,0.8,20.2,10.7,998.0,1.6,1.0,994.0,98.8,0
00890005,0.2,0.0,0.2,77.9,0.0,0.0,0.0,67.4,11.0,78.4,39.0,96.2,156.0,90.4,9.0,2.0,39.0,43.0,36.0,40.0,39.0,42.0,40.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,350.0,243.0,17.1,354.0,2.8,0.6,10.2,81.9,1.7,0.0,2.8,1.0,1.0,100.0,50.0,47.0,94.0,32.2,5.9,0.0,1.0,1.2,6.2,14.1,21.1,19.1,15.200000000000001,1.5,48.0,52.0,9.0,23.2,24.3,370.0,12.4,8.4,352.0,92.0,0
00910030,0.0,0.0,0.0,36.8,0.0,0.0,2.0,34.5,4.3,38.8,16.6,99.4,76.0,100.0,9.4,18.0,20.0,22.0,13.0,29.0,21.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,47.0,20.9,158.0,0.0,0.0,3.8,89.2,0.6,0.0,6.3,1.0,1.0,100.0,18.0,15.0,83.3,11.6,5.0,0.0,0.0,1.4,4.0,7.3,7.1000000000000005,5.5,12.4,1.0,55.7,44.3,0.0,24.7,36.7,162.0,10.5,8.0,158.0,91.8,0
00930010,2.0,0.0,3.0,59.0,0.0,0.0,0.0,58.1,5.8,64.0,45.9,100.0,186.0,99.5,13.7,107.0,59.0,72.0,69.0,69.0,66.0,64.0,49.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,626.0,269.0,21.0,658.0,13.8,6.4,50.9,24.5,1.1,0.2,3.2,1.0,1.0,100.0,47.0,35.0,74.5,37.9,3.0,0.0,5.0,9.2,15.2,18.2,6.1000000000000005,8.0,7.3,0.0,47.6,52.4,25.8,7.8,90.9,724.0,30.8,25.8,641.0,78.2,0
00930018,2.0,2.0,2.0,104.6,1.0,0.0,0.0,101.8,9.8,111.6,71.8,98.6,239.0,100.0,12.2,0.0,103.0,113.0,83.0,84.0,95.0,96.0,108.0,102.0,91.0,0.0,0.0,0.0,0.0,0.0,875.0,430.0,23.2,891.0,15.8,4.5,30.9,45.5,0.6,0.1,2.7,1.0,0.0,0.0,81.0,69.0,85.2,47.6,22.2,0.0,2.0,8.2,34.2,14.200000000000001,19.1,19.400000000000002,15.6,1.0,47.6,52.4,7.3,23.7,78.8,950.0,13.3,7.9,893.0,92.3,0
00930028,1.0,1.0,0.0,76.2,0.0,0.0,0.0,64.2,14.1,78.2,54.9,98.2,285.0,100.0,17.0,0.0,99.0,115.0,90.0,75.0,119.0,109.0,100.0,118.0,108.0,0.0,0.0,0.0,0.0,0.0,933.0,456.0,22.4,934.0,17.5,7.1,36.8,35.9,1.1,0.1,1.6,1.0,1.0,100.0,59.0,47.0,79.7,47.300000000000004,6.6000000000000005,0.0,1.0,8.4,20.0,22.5,12.4,9.0,6.1000000000000005,0.0,47.3,52.7,10.8,12.3,84.3,990.0,13.4,8.9,937.0,91.5,0
00930038,1.0,0.0,0.0,95.7,0.0,0.0,0.0,81.9,14.8,96.7,64.5,100.0,299.0,100.0,13.8,0.0,98.0,105.0,105.0,116.0,88.0,99.0,95.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,888.0,465.0,21.9,890.0,18.0,4.8,34.2,40.4,0.2,0.1,2.2,1.0,1.0,100.0,69.0,59.0,85.5,48.0,14.5,0.0,2.0,11.2,21.6,18.2,12.8,15.0,13.5,4.5,49.8,50.2,14.0,16.1,78.0,925.0,9.7,7.1,890.0,93.8,0
00930058,1.0,0.0,3.0,63.8,0.0,0.0,0.0,51.0,16.8,67.8,52.8,98.1,210.0,100.0,16.0,0.0,104.0,93.0,89.0,85.0,71.0,78.0,115.0,97.0,111.0,0.0,0.0,0.0,0.0,0.0,843.0,348.0,24.9,859.0,20.3,2.9,51.2,22.9,0.8,0.0,1.9,1.0,0.0,0.0,58.0,46.0,79.3,43.0,4.8,0.0,5.0,6.8,20.3,17.5,10.0,7.0,4.2,2.0,51.9,48.1,17.3,8.1,88.6,928.0,18.0,11.6,858.0,88.7,0
00940305,0.0,0.0,0.0,52.1,0.0,0.0,1.0,37.1,16.0,53.1,33.8,100.0,159.0,100.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,134.0,150.0,0.0,0.0,0.0,0.0,0.0,408.0,339.0,16.7,420.0,0.5,1.9,5.2,90.7,0.0,0.0,1.7,1.0,1.0,100.0,41.0,28.0,68.3,30.900000000000002,2.8000000000000003,0.0,0.0,1.0,11.0,10.1,15.0,10.0,6.0,0.0,46.9,53.1,0.5,12.6,32.9,420.0,5.5,2.1,411.0,96.6,0
00950045,0.0,0.0,3.0,55.4,0.0,0.0,0.0,50.1,8.3,58.4,34.3,100.0,136.0,100.0,14.5,24.0,67.0,59.0,74.0,70.0,71.0,61.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,170.0,20.6,506.0,6.5,2.2,33.0,51.8,0.2,0.2,6.1,1.0,1.0,100.0,36.0,27.0,75.0,26.2,6.1000000000000005,0.0,2.0,6.0,17.7,7.9,14.3,8.5,3.0,1.0,49.2,50.8,19.4,21.3,90.9,542.0,16.6,11.3,497.0,90.9,0
00950305,1.0,0.0,3.0,74.0,0.0,0.0,0.0,58.3,19.7,78.0,57.0,93.0,217.0,92.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,210.0,209.0,0.0,0.0,0.0,0.0,0.0,598.0,252.0,20.2,612.0,7.0,7.2,28.3,54.1,0.2,0.0,3.3,1.0,1.0,100.0,56.0,42.0,75.0,43.4,12.6,0.0,1.0,9.0,17.5,15.5,12.5,16.2,6.3,1.0,41.2,58.8,19.4,23.2,83.3,658.0,17.3,11.6,603.0,90.2,0
00950310,2.0,2.0,0.0,55.7,0.0,0.0,0.0,44.5,15.3,59.7,38.4,89.6,272.0,89.3,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,170.0,178.0,0.0,0.0,0.0,0.0,0.0,490.0,265.0,17.9,502.0,6.6,5.6,22.3,61.2,0.2,0.2,4.0,1.0,1.0,100.0,49.0,20.0,40.8,28.7,9.8,0.0,0.0,4.0,12.0,15.4,13.3,7.4,7.7,0.0,46.2,53.8,1.0,21.9,84.7,533.0,14.4,7.3,504.0,90.5,0
00950315,0.0,0.0,2.0,61.7,0.0,0.0,0.0,50.9,12.8,63.7,46.5,95.7,180.0,97.8,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,165.0,168.0,0.0,0.0,0.0,0.0,0.0,524.0,251.0,18.9,546.0,8.8,4.2,15.8,67.6,0.0,0.4,3.3,1.0,0.0,0.0,52.0,42.0,80.8,38.4,8.1,0.0,0.0,3.0,11.2,8.4,11.9,18.2,10.0,1.0,49.1,50.9,0.5,20.1,71.6,569.0,14.1,9.0,532.0,91.9,0
00950320,2.0,0.0,1.0,72.3,0.0,0.0,2.0,55.7,21.6,77.3,49.3,98.0,281.0,98.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,211.0,211.0,0.0,0.0,0.0,0.0,0.0,623.0,339.0,18.4,631.0,7.6,2.1,18.5,66.6,0.8,0.2,4.3,1.0,0.0,0.0,51.0,39.0,76.5,39.800000000000004,9.5,0.0,0.0,7.0,27.6,14.4,8.2,9.8,8.4,2.0,51.5,48.5,0.6,19.2,74.8,660.0,12.4,6.8,631.0,91.6,0
00950326,1.0,0.0,0.0,20.2,0.0,0.0,0.0,10.8,10.4,21.2,8.9,85.4,36.0,69.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,27.0,47.0,7.4,38.0,15.8,0.0,15.8,63.2,0.0,2.6,2.6,1.0,1.0,100.0,9.0,6.0,66.7,0.2,8.700000000000001,0.0,0.0,2.3,7.2,5.0,1.8,3.0,2.0,0.0,23.7,76.3,5.3,97.4,89.5,37.0,27.0,27.0,27.0,100.0,0
00960305,4.0,1.0,0.0,73.7,0.0,0.0,0.0,64.7,14.0,78.7,44.4,100.0,122.0,100.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,298.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,194.0,31.5,590.0,4.9,2.7,3.1,83.4,0.7,0.0,5.3,1.0,1.0,100.0,43.0,43.0,100.0,32.9,11.0,0.0,0.5,1.9,5.0,11.0,20.900000000000002,24.900000000000002,12.9,2.0,50.0,50.0,1.0,20.7,29.3,606.0,5.0,2.3,594.0,97.0,0
00960405,3.0,2.0,2.0,69.2,0.0,0.0,0.0,61.1,15.1,76.2,53.2,100.0,251.0,100.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,256.0,0.0,0.0,0.0,0.0,0.0,521.0,401.0,14.2,526.0,2.9,2.1,2.7,86.1,1.0,0.2,5.1,1.0,1.0,100.0,54.0,51.0,94.4,48.1,4.5,0.0,0.5,0.5,10.9,9.6,14.1,23.0,14.5,3.4,45.4,54.6,1.5,20.5,28.3,532.0,5.6,2.1,522.0,96.2,0
00970048,2.0,0.0,2.8,69.7,0.0,0.0,0.0,61.3,13.2,74.5,48.2,100.0,191.0,100.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,159.0,176.0,168.0,157.0,0.0,0.0,0.0,0.0,0.0,660.0,349.0,17.6,682.0,7.0,7.0,47.1,34.6,0.0,0.1,4.1,1.0,1.0,100.0,48.0,44.0,91.7,35.5,8.9,0.0,3.8000000000000003,4.0,4.0,13.4,18.3,25.0,8.8,1.0,50.3,49.7,16.4,20.5,77.0,693.0,10.2,7.1,662.0,94.0,0
00970315,2.0,0.0,2.0,71.3,0.0,0.0,0.0,57.7,17.6,75.3,46.2,97.8,340.0,97.4,10.9,0.0,0.0,0.0,0.0,0.0,0.0,113.0,131.0,120.0,142.0,0.0,0.0,0.0,0.0,0.0,506.0,486.0,16.7,568.0,4.8,5.1,49.1,34.3,0.0,0.0,6.7,1.0,1.0,100.0,45.0,39.0,86.7,34.2,11.0,0.0,1.0,6.0,5.7,19.6,17.5,18.5,6.0,2.0,47.7,52.3,6.2,21.8,84.5,581.0,20.0,13.9,513.0,90.6,0
00970340,2.0,1.0,6.0,79.3,0.0,0.0,0.0,79.3,9.0,88.3,49.4,100.0,195.0,100.0,13.2,26.0,69.0,63.0,72.0,65.0,77.0,73.0,74.0,74.0,58.0,0.0,0.0,0.0,0.0,0.0,651.0,279.0,20.0,679.0,4.1,4.6,42.4,41.5,0.0,0.0,7.4,,,,,,,37.4,10.0,0.0,2.0,4.0,14.4,17.0,22.5,24.0,5.4,1.0,52.7,47.3,11.3,23.4,68.9,715.0,13.7,9.8,654.0,94.3,1
00980005,0.0,0.0,0.0,20.5,0.0,0.0,0.0,19.0,1.5,20.5,11.0,90.9,55.0,100.0,9.0,10.0,15.0,10.0,5.0,9.0,5.0,8.0,14.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,99.0,56.0,12.2,104.0,1.0,0.0,1.0,93.3,0.0,1.0,3.8,1.0,1.0,100.0,14.0,12.0,85.7,10.0,1.0,0.0,0.0,2.3,4.4,1.8,6.5,3.5,1.8,0.2,54.8,45.2,0.0,19.2,47.1,105.0,7.6,4.8,100.0,97.0,0
00990405,0.0,2.0,2.0,94.5,0.0,0.0,0.0,82.2,16.3,98.5,64.4,100.0,379.0,100.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,213.0,234.0,217.0,231.0,0.0,0.0,0.0,0.0,0.0,895.0,546.0,19.2,900.0,4.4,2.7,2.9,89.1,0.0,0.1,0.8,1.0,1.0,100.0,73.0,67.0,91.8,60.6,3.2,0.0,0.6,3.0,13.7,14.0,17.3,27.7,18.2,4.6000000000000005,46.7,53.3,0.2,16.8,14.2,914.0,4.5,2.7,901.0,96.9,0
01000302,1.5,3.0,1.8,64.8,0.0,0.0,1.0,51.0,21.1,72.1,43.1,97.7,224.0,97.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,170.0,204.0,0.0,0.0,0.0,0.0,0.0,560.0,301.0,18.6,559.0,5.9,1.8,17.0,73.2,0.0,0.0,2.1,1.0,1.0,100.0,47.0,35.0,74.5,41.300000000000004,1.8,0.0,0.0,5.0,17.0,12.1,17.8,12.1,6.1000000000000005,2.0,45.6,54.4,1.1,30.9,53.3,571.0,8.1,4.0,560.0,93.8,0
01000305,1.0,0.0,10.6,73.7,0.0,0.0,0.0,72.2,13.0,85.3,51.3,100.0,252.0,100.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,162.0,150.0,0.0,0.0,0.0,0.0,0.0,446.0,286.0,16.0,489.0,9.4,3.9,32.1,53.2,0.0,0.0,1.4,1.0,1.0,100.0,51.0,41.0,80.4,50.300000000000004,0.0,0.0,1.0,5.0,16.0,16.0,16.0,15.700000000000001,11.5,5.0,48.1,51.9,22.7,30.1,63.2,494.0,16.4,12.3,450.0,91.8,0
01000310,2.7,1.0,9.0,81.6,0.0,0.0,0.0,73.3,21.0,94.4,67.5,100.0,451.0,100.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,234.0,232.0,0.0,0.0,0.0,0.0,0.0,701.0,563.0,17.7,707.0,6.1,8.6,26.0,57.4,0.1,0.0,1.7,1.0,1.0,100.0,67.0,59.0,88.1,65.5,2.0,0.0,0.0,1.0,12.0,25.2,16.4,16.6,20.1,3.0,50.4,49.6,1.3,23.8,36.4,711.0,3.0,1.5,702.0,98.3,0
01010040,0.0,0.0,0.0,51.8,0.0,0.0,1.0,43.9,8.9,52.8,37.3,100.0,129.0,100.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,171.0,133.0,0.0,0.0,0.0,0.0,0.0,460.0,235.0,20.2,463.0,1.1,1.1,2.4,94.0,0.2,0.0,1.3,1.0,1.0,100.0,37.0,32.0,86.5,28.400000000000002,8.9,0.0,0.0,6.0,18.3,5.0,9.1,6.5,6.9,1.0,44.1,55.9,0.2,17.7,13.6,468.0,3.0,1.9,464.0,97.8,0
01010310,0.0,0.0,0.0,54.9,0.0,0.0,0.0,43.9,11.0,54.9,38.1,100.0,134.0,100.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,167.0,161.0,0.0,0.0,0.0,0.0,0.0,476.0,241.0,21.2,490.0,1.0,3.9,3.5,89.2,0.2,0.2,2.0,1.0,1.0,100.0,40.0,39.0,97.5,27.900000000000002,10.1,0.0,0.0,1.0,7.9,11.9,13.6,12.0,7.5,1.0,51.2,48.8,0.8,15.5,9.0,495.0,5.3,3.8,479.0,97.9,0
01010405,0.0,0.0,1.0,52.1,0.0,0.0,0.0,35.5,17.6,53.1,39.6,100.0,153.0,100.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,172.0,166.0,0.0,0.0,0.0,0.0,0.0,498.0,242.0,21.5,500.0,1.0,4.6,1.4,90.8,0.4,0.2,1.6,1.0,1.0,100.0,44.0,36.0,81.8,30.3,9.3,0.0,0.0,4.0,10.6,7.8,11.5,12.200000000000001,6.9,0.0,48.4,51.6,0.0,14.8,9.8,508.0,5.1,1.4,505.0,95.4,0
01030405,0.0,0.0,0.4,63.7,0.0,0.0,2.0,49.8,16.3,66.1,41.1,100.0,210.0,100.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,194.0,177.0,0.0,0.0,0.0,0.0,0.0,559.0,311.0,18.7,563.0,3.2,2.5,12.1,79.4,0.0,0.0,2.8,1.0,1.0,100.0,43.0,35.0,81.4,34.2,6.9,0.0,0.0,3.0,9.0,8.8,15.5,16.4,11.0,2.4,45.5,54.5,4.3,19.4,54.5,589.0,9.5,5.9,561.0,95.0,0
01050305,0.0,0.4,0.0,37.1,0.0,0.0,0.0,28.3,9.3,37.5,28.5,91.7,168.0,99.4,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,151.0,127.0,0.0,0.0,0.0,0.0,0.0,388.0,269.0,17.4,388.0,0.5,0.5,0.5,96.9,0.0,0.0,1.5,,,,,,,26.7,1.9000000000000001,0.0,0.0,4.0,9.1,5.0,9.9,2.2,7.3,0.0,47.2,52.8,0.0,15.5,8.0,403.0,5.2,1.0,401.0,95.3,1
01070305,0.0,0.0,0.9,84.9,0.0,0.0,0.0,67.0,18.8,85.8,51.0,100.0,272.0,98.5,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,659.0,333.0,22.9,713.0,1.3,1.5,4.9,89.1,0.3,0.8,2.1,1.0,1.0,100.0,52.0,39.0,75.0,41.0,10.0,0.0,0.0,2.8,8.6,9.0,16.2,35.300000000000004,12.9,1.0,50.5,49.5,2.7,22.4,41.4,713.0,10.7,8.4,663.0,96.1,0
01100030,0.0,0.5,0.0,50.0,0.0,0.0,0.0,47.0,3.5,50.5,34.4,97.1,208.0,100.0,15.6,0.0,0.0,0.0,110.0,114.0,107.0,94.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,252.0,20.9,528.0,1.5,8.5,0.9,86.9,0.0,0.0,2.1,,,,,,,31.5,2.7,0.0,0.2,6.3,9.0,6.8,13.700000000000001,9.0,4.8,1.0,48.9,51.1,0.8,10.2,11.6,547.0,5.1,2.0,537.0,96.6,1
01100200,0.0,2.4,0.0,78.8,0.0,0.0,0.0,74.2,7.0,81.2,47.4,100.0,275.0,100.0,14.6,0.0,0.0,0.0,134.0,157.0,115.0,151.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,342.0,21.0,705.0,0.7,17.7,2.8,75.2,0.0,0.0,3.5,1.0,1.0,100.0,53.0,28.0,52.8,42.1,5.3,0.0,0.0,5.6,13.2,16.0,28.2,11.0,5.2,2.0,51.2,48.8,0.6,15.5,11.6,718.0,6.5,5.2,693.0,96.8,0
01100305,0.0,0.0,0.0,50.3,0.0,0.0,0.0,36.5,13.8,50.3,35.5,100.0,187.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,223.0,0.0,0.0,0.0,0.0,0.0,461.0,319.0,21.4,468.0,1.1,6.4,3.2,88.0,0.0,0.0,1.3,1.0,1.0,100.0,53.0,34.0,64.2,35.4,0.1,0.0,0.0,2.0,7.3,12.8,11.8,9.8,4.7,2.0,51.9,48.1,0.4,13.9,12.2,469.0,3.4,1.9,463.0,97.8,0
01110004,1.0,0.0,0.0,28.4,0.0,0.0,0.0,23.5,5.9,29.4,19.2,100.0,124.0,100.0,11.4,0.0,0.0,0.0,0.0,0.0,67.0,77.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,90.0,13.9,215.0,0.0,3.7,3.7,89.8,0.0,0.5,2.3,1.0,0.0,0.0,24.0,20.0,83.3,15.5,2.9,0.0,0.8,0.0,4.4,8.0,7.2,5.1000000000000005,3.7,1.0,44.7,55.3,5.1,16.3,28.8,222.0,4.1,0.9,221.0,96.4,0
01110505,0.0,1.0,0.0,56.9,0.0,0.0,1.0,38.0,20.9,58.9,39.4,96.2,211.0,97.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,89.0,79.0,81.0,85.0,94.0,2.0,509.0,333.0,14.4,497.0,1.2,1.8,2.0,93.2,0.0,0.0,1.8,1.0,1.0,100.0,43.0,38.0,88.4,30.0,9.200000000000001,0.0,0.2,3.5,8.1,12.700000000000001,13.8,9.6,11.1,0.0,51.5,48.5,0.6,14.7,21.9,514.0,4.5,1.6,510.0,96.3,0
01140305,0.0,0.0,1.0,71.2,0.0,0.0,0.0,59.0,13.2,72.2,39.3,100.0,143.0,100.0,11.9,0.0,0.0,0.0,0.0,0.0,112.0,114.0,128.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,182.0,17.0,467.0,1.9,3.0,15.6,75.2,0.2,0.0,4.1,1.0,1.0,100.0,43.0,34.0,79.1,29.8,8.5,0.0,1.0,4.0,7.0,11.6,9.700000000000001,20.0,19.0,1.0,48.8,51.2,1.7,21.0,61.5,488.0,16.2,12.3,469.0,87.2,0
01140505,1.0,0.0,1.0,80.8,0.0,0.0,0.0,54.5,28.3,82.8,42.3,100.0,201.0,100.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,110.0,88.0,90.0,76.0,7.0,499.0,292.0,14.7,493.0,2.8,2.0,12.8,78.5,0.4,0.0,3.4,1.0,1.0,100.0,43.0,39.0,90.7,35.300000000000004,6.0,0.0,1.0,6.0,10.4,12.6,17.6,21.900000000000002,12.4,2.0,48.5,51.5,3.2,19.7,60.9,521.0,14.8,10.7,500.0,88.8,0
01140900,0.0,0.0,1.0,10.4,0.0,0.0,0.0,9.7,1.7,11.4,10.8,100.0,74.0,100.0,43.8,0.0,18.0,28.0,35.0,43.0,42.0,46.0,55.0,74.0,71.0,43.0,16.0,1.0,1.0,0.0,473.0,54.0,16.6,446.0,9.4,2.9,8.5,76.5,0.7,0.0,2.0,1.0,0.0,0.0,10.0,9.0,90.0,10.8,0.0,0.0,0.0,0.0,3.6,1.3,3.2,2.2,1.0,0.2,52.0,48.0,0.0,4.9,47.8,516.0,45.7,35.5,486.0,57.6,0
01170015,0.0,0.0,0.0,46.1,0.0,0.2,0.0,37.5,8.8,46.3,24.8,100.0,158.0,100.0,15.4,53.0,39.0,58.0,42.0,43.0,54.0,39.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,157.0,19.7,386.0,2.1,1.8,7.5,80.1,0.5,4.4,3.6,1.0,1.0,100.0,27.0,24.0,88.9,22.0,2.0,0.0,0.8,1.0,8.2,9.4,8.8,10.200000000000001,7.7,1.0,47.7,52.3,3.6,12.4,17.6,395.0,6.1,4.1,386.0,96.1,0
