school_code,African American (#),Asian (#),Hispanic (#),White (#),Native American (#),"Native Hawaiian, Pacific Islander (#)","Multi-Race,Non-Hispanic (#)",Females (#),Males (#),FTE Count,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,Total # of Classes,Average Class Size,Number of Students,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained,General Education (#),Special Education (#),Career Vocational Technical (#),English Language Learner (#),<26 yrs (# ),26-32 yrs (#),33-40 yrs (#),41-48 yrs (#),49-56 yrs (#),57-64 yrs (#),Over 64 yrs (#),Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability,Principal Total_is_nan
03480225,0.0,0.0,1.0,35.1,0.0,0.0,0.0,35.2,0.9,36.1,20.5,100.0,106.0,100.0,18.3,23.0,57.0,62.0,59.0,42.0,52.0,43.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,87.0,21.1,384.0,11.7,3.9,21.6,55.7,0.3,0.0,6.8,1.0,1.0,100.0,23.0,20.0,87.0,20.5,0.0,0.0,0.0,0.0,3.4,2.0,9.1,11.3,8.1,2.0,54.2,45.8,17.7,12.8,37.5,389.0,7.7,6.7,376.0,95.5,0
03480230,1.0,0.0,0.2,42.2,0.0,0.0,0.0,40.4,3.1,43.4,24.1,100.0,171.0,100.0,17.6,0.0,61.0,57.0,44.0,69.0,73.0,72.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,127.0,18.5,436.0,19.7,4.6,25.7,43.3,0.5,0.0,6.2,1.0,0.0,0.0,28.0,19.0,67.9,24.1,0.0,0.0,0.0,1.0,2.0,5.1000000000000005,9.9,13.0,8.5,4.0,50.5,49.5,32.3,18.8,62.4,472.0,17.8,11.2,435.0,89.2,0
03480235,1.0,1.0,0.0,28.6,0.0,0.0,0.0,29.5,1.1,30.6,15.9,100.0,99.0,100.0,21.2,0.0,56.0,47.0,55.0,53.0,41.0,43.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,78.0,22.1,340.0,7.4,2.6,27.9,58.5,0.3,0.0,3.2,1.0,1.0,100.0,22.0,17.0,77.3,15.9,0.0,0.0,0.0,0.0,0.3,7.1000000000000005,9.3,7.2,6.7,0.0,49.7,50.3,25.6,12.1,45.9,361.0,13.0,8.3,341.0,92.1,0
03480240,4.0,0.0,3.0,44.1,0.0,1.0,0.0,43.1,9.0,52.1,25.6,100.0,168.0,100.0,17.6,26.0,64.0,88.0,64.0,65.0,49.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,127.0,20.5,493.0,15.0,5.3,57.6,15.8,0.4,0.0,5.9,1.0,1.0,100.0,26.0,22.0,84.6,25.6,0.0,0.0,0.0,3.6,9.4,8.3,16.8,7.9,6.0,0.0,43.2,56.8,44.2,22.3,96.1,560.0,32.0,22.1,469.0,81.2,0
03480260,0.0,0.0,1.3,48.6,0.0,0.0,0.0,44.4,5.5,49.9,20.8,100.0,136.0,100.0,16.7,61.0,51.0,44.0,42.0,34.0,45.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,99.0,15.5,362.0,6.6,5.5,13.3,67.1,0.0,0.0,7.5,1.0,1.0,100.0,22.0,19.0,86.4,20.8,0.0,0.0,0.0,3.0,3.9,5.9,15.1,13.1,6.8,2.0,51.4,48.6,18.5,23.2,39.2,374.0,10.7,8.3,350.0,95.4,0
03480280,2.3,1.0,2.3,47.4,0.0,0.0,0.0,49.7,3.2,52.9,25.3,99.5,159.0,100.0,18.3,26.0,82.0,72.0,61.0,61.0,64.0,56.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,110.0,22.9,505.0,17.6,5.7,45.5,26.7,0.6,0.0,3.8,1.0,1.0,100.0,28.0,25.0,89.3,25.3,0.0,0.0,0.0,1.4,3.5,6.2,16.8,12.3,11.0,1.9000000000000001,45.1,54.9,49.9,17.4,90.5,562.0,33.5,23.1,474.0,78.9,0
03480285,1.5,0.0,2.0,19.2,0.0,0.0,0.0,14.8,7.8,22.7,15.2,100.0,90.0,100.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,38.0,38.0,36.0,47.0,0.0,253.0,92.0,20.1,246.0,8.5,23.6,48.4,19.1,0.0,0.0,0.4,1.0,0.0,0.0,22.0,12.0,54.5,15.200000000000001,0.0,0.0,0.0,3.0,6.5,6.5,2.7,2.0,0.0,2.0,50.0,50.0,17.9,9.3,80.1,256.0,5.5,2.3,254.0,95.3,0
03480350,3.0,2.0,4.0,42.8,0.0,0.0,0.0,34.8,17.0,51.8,38.0,97.4,331.0,98.2,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,86.0,64.0,62.0,66.0,72.0,0.0,438.0,271.0,16.0,418.0,12.7,10.3,63.2,12.4,0.0,0.0,1.4,1.0,0.0,0.0,37.0,17.0,45.9,38.0,0.0,0.0,0.0,2.0,7.0,13.0,16.8,7.0,6.0,0.0,48.3,51.7,37.6,20.3,90.0,487.0,20.5,13.3,451.0,85.8,0
03480405,1.0,1.0,5.7,64.6,0.0,0.0,0.0,54.2,18.2,72.4,45.1,97.8,368.0,98.9,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,277.0,0.0,0.0,0.0,0.0,0.0,563.0,279.0,16.8,554.0,15.2,5.1,39.4,37.7,0.0,0.0,2.7,1.0,1.0,100.0,46.0,41.0,89.1,45.1,0.0,0.0,0.0,1.0,8.0,9.0,14.4,23.900000000000002,14.1,2.0,52.0,48.0,21.7,25.8,71.7,604.0,14.4,9.3,567.0,91.2,0
03480415,3.0,1.0,3.5,89.7,0.0,0.0,0.0,65.2,32.0,97.2,62.9,100.0,431.0,100.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,460.0,0.0,0.0,0.0,0.0,0.0,977.0,358.0,21.6,980.0,11.1,7.9,30.8,47.1,0.1,0.0,3.0,1.0,1.0,100.0,63.0,53.0,84.1,62.9,0.0,0.0,0.0,2.0,12.0,19.5,24.2,25.400000000000002,10.1,4.0,44.8,55.2,19.4,20.4,61.4,1044.0,12.2,9.3,986.0,93.0,0
03480420,12.0,1.0,7.0,48.6,0.0,0.0,0.0,50.6,18.0,68.6,43.4,100.0,345.0,100.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,307.0,0.0,0.0,0.0,0.0,0.0,654.0,291.0,17.4,654.0,15.6,8.3,45.3,27.4,0.6,0.0,2.9,1.0,1.0,100.0,43.0,36.0,83.7,43.4,0.0,0.0,0.0,2.0,8.2,9.0,17.0,22.3,9.0,1.0,45.0,55.0,31.7,25.8,90.4,739.0,22.6,15.4,663.0,86.3,0
03480423,6.5,2.0,17.0,77.0,0.0,1.0,0.0,72.5,31.0,103.5,66.2,100.0,467.0,100.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,441.0,413.0,0.0,0.0,0.0,0.0,0.0,902.0,360.0,20.3,907.0,15.0,11.7,39.4,30.2,0.3,0.0,3.4,1.0,1.0,100.0,67.0,48.0,71.6,66.2,0.0,0.0,0.0,7.0,9.5,19.5,20.0,22.0,23.5,2.0,49.6,50.4,24.5,22.1,82.8,979.0,16.6,12.3,907.0,90.0,0
03500010,0.0,0.0,1.0,53.5,0.7,0.0,0.0,48.7,6.5,55.2,35.0,100.0,149.0,100.0,13.6,0.0,0.0,0.0,0.0,0.0,161.0,162.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,145.0,20.0,484.0,0.8,1.9,1.7,93.6,0.0,0.0,2.1,1.0,1.0,100.0,36.0,30.0,83.3,30.0,5.0,0.0,0.0,4.0,7.7,9.0,15.1,11.6,7.3,0.5,48.6,51.4,0.0,16.1,7.6,485.0,2.3,2.1,476.0,99.6,0
04100205,2.0,0.0,3.0,28.6,0.0,0.0,0.0,25.4,8.2,33.6,19.0,36.9,42.0,90.5,11.4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,53.0,51.0,0.0,0.0,0.0,0.0,0.0,216.0,66.0,26.6,215.0,4.7,4.7,71.6,17.7,0.5,0.0,0.9,1.0,0.0,0.0,22.0,15.0,68.2,14.0,4.0,0.0,1.0,7.0,20.2,4.0,0.0,2.0,0.0,0.4,45.1,54.9,7.4,18.6,77.7,219.0,10.0,10.0,216.0,91.2,0
04120530,5.0,4.0,0.0,33.4,0.0,0.0,2.0,30.4,14.0,44.4,35.9,59.1,112.0,83.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,74.0,74.0,82.0,79.0,53.0,40.0,26.0,0.0,503.0,127.0,22.8,493.0,58.0,1.4,16.8,20.1,0.0,0.0,3.7,2.0,2.0,100.0,38.0,30.0,78.9,33.4,2.6,0.0,0.0,7.5,22.0,6.4,4.5,3.0,1.0,0.0,52.5,47.5,0.0,24.1,55.2,505.0,5.3,3.8,505.0,94.7,0
04130505,0.0,0.0,0.0,30.5,0.0,0.0,0.0,21.4,9.1,30.5,21.3,60.8,137.0,96.4,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,33.0,35.0,34.0,0.0,210.0,327.0,13.8,218.0,1.4,2.3,3.2,89.4,0.0,0.0,3.7,1.0,1.0,100.0,30.0,21.0,70.0,19.3,2.0,0.0,0.0,1.2,7.4,7.1000000000000005,6.7,5.9,1.8,0.5,44.5,55.5,0.9,17.9,22.0,218.0,11.9,7.8,212.0,90.6,0
04140305,0.0,1.0,2.0,39.7,0.0,0.0,0.0,27.1,15.6,42.7,27.6,48.5,108.0,88.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,68.0,55.0,43.0,35.0,23.0,22.0,0.0,305.0,138.0,16.5,313.0,8.0,1.6,4.5,81.8,0.6,0.3,3.2,1.0,1.0,100.0,29.0,21.0,72.4,24.3,3.3000000000000003,0.0,0.0,7.0,9.5,8.5,6.6000000000000005,6.0,5.1000000000000005,0.0,53.0,47.0,0.3,19.2,55.9,336.0,23.5,12.8,313.0,82.1,0
04160305,6.5,4.0,4.0,38.4,0.0,0.0,0.0,35.2,17.7,52.9,32.9,66.6,79.0,82.3,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,55.0,58.0,72.0,49.0,36.0,39.0,0.0,365.0,82.0,23.0,359.0,65.2,0.3,25.6,4.7,1.1,0.3,2.8,2.0,2.0,100.0,35.0,19.0,54.3,27.900000000000002,4.0,0.0,1.0,20.7,22.2,9.0,1.0,0.0,0.0,0.0,52.9,47.1,7.5,18.9,74.7,375.0,6.4,2.4,374.0,93.9,0
04180305,1.0,0.2,0.0,35.0,0.0,0.0,0.0,29.4,6.8,36.2,27.2,79.4,99.0,96.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,85.0,98.0,0.0,0.0,0.0,0.0,0.0,309.0,151.0,18.1,305.0,7.2,6.9,11.1,71.5,0.3,0.0,3.0,1.0,1.0,100.0,31.0,21.0,67.7,20.900000000000002,6.4,0.0,0.0,10.5,12.2,4.2,6.0,3.3000000000000003,0.0,0.0,44.9,55.1,1.6,24.9,18.4,310.0,2.6,1.0,309.0,97.7,0
04190305,14.5,2.2,6.0,6.0,0.0,0.0,0.0,18.7,10.0,28.7,20.2,34.6,108.0,100.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,73.0,74.0,0.0,0.0,0.0,0.0,0.0,219.0,120.0,16.5,220.0,92.7,0.9,5.5,0.9,0.0,0.0,0.0,1.0,1.0,100.0,19.0,10.0,52.6,19.2,1.0,0.0,0.0,3.2,10.0,5.0,5.0,2.5,3.0,0.0,61.8,38.2,4.5,15.9,87.7,238.0,20.2,14.7,220.0,86.4,0
04200205,18.3,2.2,1.0,37.5,0.0,0.0,2.0,49.5,11.5,61.0,22.5,100.0,127.0,100.0,15.8,0.0,67.0,49.0,35.0,46.0,56.0,52.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,74.0,19.4,351.0,80.1,1.4,15.4,0.3,0.6,0.0,2.3,1.0,1.0,100.0,24.0,18.0,75.0,21.5,0.0,0.0,1.0,5.0,21.0,13.700000000000001,3.0,10.200000000000001,6.1000000000000005,2.0,55.8,44.2,5.7,11.7,83.8,357.0,8.1,6.4,354.0,92.7,0
04280305,3.0,0.1,4.0,48.5,0.0,0.0,1.0,47.6,9.0,56.6,38.0,60.5,219.0,81.3,12.8,0.0,60.0,63.0,67.0,59.0,59.0,59.0,47.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,485.0,162.0,18.2,484.0,68.8,1.0,25.4,1.4,0.0,0.0,3.3,1.0,1.0,100.0,36.0,23.0,63.9,38.0,0.0,0.0,0.0,15.0,25.5,14.5,1.5,0.1,0.0,0.0,54.1,45.9,0.4,7.0,82.6,495.0,3.2,1.4,491.0,97.6,0
04290010,6.0,2.0,9.0,50.5,0.0,0.0,1.0,43.5,25.0,68.5,49.2,60.8,126.0,74.6,11.6,0.0,0.0,0.0,0.0,0.0,0.0,110.0,100.0,95.0,82.0,90.0,92.0,0.0,0.0,0.0,569.0,158.0,24.1,585.0,27.9,2.9,57.1,10.6,0.0,0.0,1.5,2.0,2.0,100.0,35.0,27.0,77.1,37.4,11.4,0.0,0.4,23.9,30.6,14.0,0.0,0.0,0.0,0.0,51.8,48.2,7.5,13.7,83.6,596.0,16.4,14.6,574.0,86.8,0
04300305,0.0,5.0,1.0,99.9,0.0,0.0,3.0,68.9,40.0,108.9,80.5,82.2,380.0,100.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,132.0,179.0,201.0,143.0,103.0,71.0,0.0,970.0,477.0,19.4,969.0,2.6,24.8,5.3,63.8,0.6,0.1,2.9,1.0,1.0,100.0,83.0,68.0,81.9,80.5,0.0,0.0,0.0,17.0,27.8,17.0,19.1,19.0,7.0,2.0,47.7,52.3,0.0,3.3,6.5,978.0,3.8,3.2,970.0,97.0,0
04320530,0.0,0.0,0.0,29.4,0.0,0.0,0.0,20.8,8.6,29.4,18.1,85.3,40.0,90.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,228.0,77.0,32.5,227.0,1.3,0.9,2.6,91.2,0.0,0.0,4.0,1.0,1.0,100.0,26.0,26.0,100.0,15.1,3.0,0.0,0.0,0.0,7.1,5.2,4.6000000000000005,5.2,5.3,2.0,48.9,51.1,0.0,14.5,13.7,230.0,2.6,1.3,228.0,98.2,0
04350305,0.0,1.0,5.0,77.1,0.0,1.0,0.0,56.6,27.5,84.1,59.6,78.2,339.0,100.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,106.0,101.0,102.0,100.0,97.0,74.0,51.0,32.0,0.0,663.0,370.0,19.9,664.0,3.5,6.0,3.8,83.0,0.3,0.0,3.5,2.0,2.0,100.0,61.0,57.0,93.4,47.2,12.0,0.0,0.4,5.6,24.0,22.5,12.9,16.6,2.5,0.0,45.6,54.4,1.2,21.5,12.3,669.0,2.5,1.2,666.0,97.9,0
04360305,3.0,2.0,6.0,37.1,0.0,0.0,1.0,34.5,14.5,49.0,34.4,64.9,179.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,88.0,78.0,59.0,37.0,32.0,0.0,378.0,260.0,18.2,368.0,64.9,2.7,24.7,3.3,1.1,0.3,3.0,1.0,0.0,0.0,33.0,22.0,66.7,33.4,0.0,0.0,1.0,12.9,23.8,5.6000000000000005,3.2,2.0,1.0,0.5,52.7,47.3,4.3,19.8,63.0,388.0,7.7,2.1,388.0,92.3,0
04390050,2.0,0.0,4.6,21.5,0.0,0.0,0.0,19.1,9.0,28.1,8.0,62.5,40.0,87.5,22.5,25.0,24.0,28.0,25.0,25.0,21.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,8.0,22.0,176.0,39.8,9.7,22.7,25.0,0.0,0.0,2.8,2.0,2.0,100.0,9.0,6.0,66.7,8.0,0.0,0.0,0.0,5.4,13.0,4.4,3.4,0.3,0.6,1.0,47.2,52.8,23.3,10.8,62.5,180.0,2.8,0.6,180.0,97.2,0
04400205,1.0,1.0,7.2,41.8,0.0,0.0,0.0,41.1,9.8,50.9,35.8,63.6,89.0,100.0,9.3,0.0,59.0,42.0,22.0,24.0,49.0,46.0,47.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,331.0,100.0,20.8,330.0,1.5,1.2,90.6,6.7,0.0,0.0,0.0,3.0,2.0,66.7,39.0,23.0,59.0,35.800000000000004,0.0,0.0,0.0,4.0,16.5,11.700000000000001,5.0,10.1,3.5,0.2,50.6,49.4,29.7,11.5,74.5,335.0,2.7,1.5,331.0,98.5,0
04410505,6.1,0.7,9.8,109.1,0.0,0.0,0.0,95.9,29.9,125.8,64.5,85.3,424.0,100.0,24.4,0.0,100.0,108.0,112.0,123.0,128.0,132.0,159.0,127.0,127.0,125.0,124.0,112.0,97.0,0.0,1574.0,567.0,25.5,1570.0,30.6,2.4,32.0,30.1,0.0,0.0,4.9,3.0,2.0,66.7,96.0,83.0,86.5,54.800000000000004,9.1,0.0,0.7000000000000001,5.7,26.6,24.8,23.2,18.0,25.1,2.5,52.5,47.5,2.8,13.5,52.7,1592.0,3.9,2.5,1580.0,96.8,0
04430205,4.0,1.0,3.0,31.0,0.0,0.0,1.0,35.8,4.3,40.0,24.3,47.4,118.0,74.6,11.0,0.0,60.0,62.0,59.0,0.0,0.0,48.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,73.0,17.3,262.0,67.2,1.5,26.7,2.7,0.0,0.4,1.5,1.0,1.0,100.0,16.0,9.0,56.3,21.8,2.0,0.0,0.5,14.5,22.3,3.0,0.3,0.0,0.0,0.0,47.7,52.3,8.0,10.3,76.3,281.0,14.9,8.5,279.0,85.7,0
04440205,11.7,3.0,0.0,39.3,0.0,0.0,3.0,46.5,10.5,57.0,35.0,60.0,147.0,100.0,11.4,38.0,40.0,40.0,43.0,43.0,40.0,40.0,39.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,398.0,131.0,22.8,401.0,54.1,3.7,17.2,19.2,1.0,0.0,4.7,1.0,1.0,100.0,37.0,29.0,78.4,28.0,6.0,0.0,1.0,4.0,23.0,15.0,6.5,5.8,2.5,0.2,48.6,51.4,5.5,15.7,70.6,407.0,5.9,4.2,399.0,96.0,0
04450105,4.5,0.0,3.0,146.8,0.0,0.0,0.0,117.0,37.3,154.3,116.6,92.7,640.0,96.4,12.2,0.0,117.0,120.0,121.0,120.0,111.0,126.0,116.0,120.0,113.0,86.0,88.0,91.0,97.0,0.0,1426.0,779.0,19.1,1426.0,35.5,4.6,26.1,29.9,0.1,0.1,3.6,3.0,2.0,66.7,114.0,105.0,92.1,98.2,17.400000000000002,0.0,1.0,14.7,39.8,34.0,30.400000000000002,19.8,13.700000000000001,2.0,51.1,48.9,3.2,11.5,63.2,1436.0,4.7,3.7,1428.0,95.8,0
04460550,2.8,0.0,6.2,105.1,0.0,0.0,0.0,84.9,29.3,114.1,78.2,83.9,356.0,93.3,15.5,0.0,95.0,105.0,111.0,108.0,112.0,110.0,108.0,108.0,102.0,73.0,71.0,59.0,53.0,0.0,1215.0,437.0,23.8,1209.0,22.8,10.0,4.7,58.1,0.0,0.1,4.3,2.0,2.0,100.0,94.0,75.0,79.8,66.9,8.3,2.0,1.0,2.0,38.0,19.5,25.0,21.0,6.8,1.8,53.9,46.1,5.9,10.2,16.3,1227.0,5.7,4.7,1223.0,94.6,0
04470205,0.0,1.0,0.0,63.8,0.0,0.0,0.0,51.8,13.0,64.8,33.0,75.8,170.0,100.0,13.6,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,450.0,185.0,22.7,446.0,0.9,16.6,2.2,76.9,0.2,0.0,3.1,1.0,1.0,100.0,40.0,27.0,67.5,33.0,0.0,0.0,0.0,2.0,9.0,12.5,19.0,14.0,5.4,3.0,52.5,47.5,0.2,8.5,2.0,454.0,3.5,2.4,451.0,97.1,0
04490305,7.0,0.0,6.0,66.5,0.0,0.0,1.0,64.7,15.8,80.5,61.1,53.1,205.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,99.0,95.0,96.0,81.0,69.0,37.0,35.0,0.0,609.0,247.0,20.7,620.0,25.3,1.1,16.5,54.5,0.3,0.0,2.3,3.0,3.0,100.0,58.0,45.0,77.6,51.300000000000004,9.8,0.0,0.0,19.0,32.6,18.900000000000002,4.0,4.0,2.0,0.0,52.6,47.4,4.8,18.1,43.7,624.0,7.2,4.0,613.0,94.5,0
04500105,0.0,0.0,0.0,27.2,0.0,0.0,0.0,21.5,5.7,27.2,14.7,88.1,56.0,100.0,11.7,0.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,172.0,38.0,23.4,172.0,1.7,0.6,3.5,87.8,0.6,0.0,5.8,1.0,1.0,100.0,18.0,13.0,72.2,12.4,2.0,0.0,0.3,1.1,4.3,6.7,5.6000000000000005,6.9,2.8000000000000003,0.0,50.0,50.0,0.6,14.0,20.9,172.0,0.0,0.0,172.0,100.0,0
04530005,3.0,0.0,28.7,53.0,1.0,0.0,2.0,69.7,18.0,87.6,50.1,85.7,159.0,93.7,14.0,0.0,79.0,82.0,89.0,63.0,86.0,107.0,79.0,71.0,46.0,0.0,0.0,0.0,0.0,0.0,702.0,206.0,25.7,703.0,1.7,0.4,88.2,8.0,0.0,0.0,1.7,1.0,1.0,100.0,49.0,41.0,83.7,40.1,7.0,0.0,3.0,7.0,32.0,18.2,15.5,9.0,6.0,0.0,54.6,45.4,6.5,14.2,83.9,739.0,9.9,5.8,709.0,93.9,0
04540205,1.0,3.0,17.0,60.0,0.0,0.0,0.0,75.5,5.5,81.0,54.0,94.4,315.0,100.0,11.7,0.0,167.0,61.0,58.0,59.0,60.0,62.0,58.0,53.0,55.0,0.0,0.0,0.0,0.0,0.0,633.0,358.0,18.0,632.0,0.6,0.0,98.9,0.5,0.0,0.0,0.0,1.0,0.0,0.0,52.0,40.0,76.9,48.0,4.0,0.0,2.0,17.0,14.0,12.0,16.5,15.0,5.0,1.5,55.7,44.3,19.1,5.4,92.1,633.0,0.8,0.6,633.0,99.2,0
04550050,0.0,0.0,0.0,41.0,0.0,0.0,0.0,36.2,4.8,41.0,21.5,77.9,92.0,95.7,14.1,0.0,34.0,34.0,34.0,34.0,33.0,35.0,32.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,302.0,65.0,22.1,310.0,4.8,1.3,15.8,75.2,0.0,0.0,2.9,1.0,0.0,0.0,29.0,13.0,44.8,18.400000000000002,3.0,0.0,0.1,5.8,5.0,6.9,10.8,6.5,4.0,2.0,59.7,40.3,0.3,21.0,19.7,310.0,6.5,4.8,303.0,95.7,0
04560050,4.5,8.0,13.0,57.5,0.0,0.0,1.0,68.9,15.0,84.0,47.5,93.7,200.0,97.5,13.5,0.0,98.0,101.0,89.0,90.0,104.0,88.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,196.0,23.7,630.0,27.3,23.5,40.5,5.1,0.0,0.0,3.7,1.0,1.0,100.0,46.0,30.0,65.2,41.5,6.0,0.0,0.0,12.0,20.0,19.0,14.0,13.0,5.5,0.5,52.7,47.3,51.7,19.2,83.8,652.0,6.7,3.7,644.0,94.4,0
04610405,2.0,0.0,1.0,12.6,0.0,0.0,0.0,11.4,4.2,15.6,10.0,48.0,20.0,80.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,32.0,27.9,111.0,11.7,0.9,78.4,7.2,0.0,0.0,1.8,1.0,1.0,100.0,6.0,5.0,83.3,7.2,1.8,0.0,1.0,6.0,9.0,0.2,0.0,0.0,0.4,0.0,52.3,47.7,5.4,15.3,87.4,113.0,19.5,18.6,112.0,81.3,0
04640305,0.0,0.0,0.0,29.0,0.0,0.0,0.0,19.8,9.2,29.0,19.6,88.7,71.0,97.2,11.8,0.0,0.0,0.0,0.0,0.0,47.0,47.0,51.0,39.0,46.0,0.0,0.0,0.0,0.0,0.0,230.0,91.0,21.1,230.0,3.9,2.6,4.8,87.8,0.4,0.0,0.4,1.0,1.0,100.0,23.0,13.0,56.5,14.6,5.0,0.0,0.0,1.2,5.0,5.7,7.7,5.3,2.5,1.6,43.9,56.1,0.0,17.4,7.8,235.0,4.3,2.1,232.0,97.0,0
04660550,0.0,0.0,0.0,41.4,0.0,0.0,0.0,32.7,8.7,41.4,18.0,79.9,58.0,100.0,10.1,0.0,15.0,15.0,16.0,14.0,16.0,13.0,15.0,17.0,22.0,12.0,6.0,6.0,15.0,0.0,182.0,70.0,15.8,184.0,3.8,2.7,6.0,81.5,0.5,0.0,5.4,1.0,1.0,100.0,22.0,17.0,77.3,18.0,0.0,0.0,0.0,0.0,6.0,8.1,9.200000000000001,11.6,5.5,1.0,52.2,47.8,2.7,16.3,27.7,184.0,5.4,4.9,182.0,95.6,0
04690505,20.5,8.0,8.5,101.1,0.0,0.0,4.0,100.1,42.0,142.1,30.2,47.4,94.0,86.2,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,82.0,81.0,78.0,65.0,45.0,45.0,0.0,477.0,104.0,21.0,469.0,57.4,0.6,35.8,3.2,0.6,0.2,2.1,2.0,1.0,50.0,27.0,16.0,59.3,26.2,4.0,0.0,0.0,103.0,28.6,6.5,1.0,3.0,0.0,0.0,51.2,48.8,2.3,16.6,76.5,507.0,16.0,10.3,479.0,88.9,0
04700105,2.0,3.8,4.9,139.0,0.0,0.0,0.0,107.0,42.7,149.6,102.4,67.3,578.0,87.5,14.6,0.0,149.0,148.0,131.0,120.0,114.0,123.0,114.0,116.0,112.0,109.0,100.0,82.0,77.0,0.0,1495.0,669.0,25.7,1480.0,16.4,15.2,5.1,59.7,0.3,0.0,3.3,1.0,0.0,0.0,99.0,75.0,75.8,90.4,12.0,0.0,0.0,43.0,53.6,18.3,12.700000000000001,12.8,7.2,2.0,52.3,47.7,0.0,15.3,22.5,1503.0,2.7,1.2,1500.0,97.5,0
04710405,12.0,1.0,10.6,27.5,0.0,0.0,0.2,28.5,22.7,51.3,31.5,93.7,210.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,94.0,84.0,81.0,70.0,46.0,39.0,0.0,503.0,282.0,14.0,490.0,46.3,0.4,43.5,8.4,0.2,0.2,1.0,1.0,0.0,0.0,48.0,37.0,77.1,27.8,2.7,0.0,1.0,6.0,9.6,11.0,11.1,9.3,4.0,0.3,54.3,45.7,3.3,9.6,71.8,517.0,13.7,4.8,511.0,87.3,0
